,news_text
14,พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม  คาดหวังว่าการฉีดวัคซีนให้กับนักเรียนในวันนี้ จะทำให้การติดเชื้อโควิด-19 ในอนาคตลดลง โดยเฉพาะในกลุ่มเด็ก ซึ่งการฉีดวัคซีนต้องยึดความปลอดภัยเป็นสำคัญ รัฐบาลจึงเลือกวัคซีนไฟเซอร์ เพราะเป็นเพียงยี่ห้อเดียวที่ได้รับการรับรองจากองค์การอนามัยโลกให้ฉีดกับเด็กนักเรียนได้ รวมถึงต้องขอความยินยอมจากผู้ปกครองในการเข้ารับการฉีดวัคซีน ส่วนวัคซีนซิโนฟาร์มอยู่ระหว่างรอผลการขึ้นทะเบียน เนื่องจากมีการพัฒนาขึ้นมาใหม่สำหรับฉีดในเด็ก ซึ่งทุกอย่างกระทรวงสาธารณสุขได้ติดตามอยู่ เช่นเดียวกับวัคซีนยี่ห้ออื่นที่จะมีการพัฒนาขึ้นมา รัฐบาลก็จะสั่งมาในปีหน้าอย่างแน่นอน พร้อมย้ำวัคซีนมีเพียงพอตามเป้าหมายที่ตั้งไว้ สิ่งสำคัญนอกจากวัคซีนคือ การปฎิบัติตามมาตรการ D-M-H-T-T
15,        วันนี้ (4 ต.ค.64) นายชาร์รีฟท์ สือนิ ศึกษาธิการจังหวัดจังหวัดนราธิวาส และคณะ เดินทางลงพื้นที่เพื่อตรวจความพร้อมสถานที่ให้บริการฉีดวัคซีนไฟเซอร์ของนักเรียน นักศึกษา อายุ 12-18 ปี ที่โรงเรียนนราสิกขาลัย อำเภอเมืองนราธิวาส พร้อมกล่าวว่า กระทรวงศึกษาธิการ ร่วมกับกระทรวงสาธารณสุข และกระทรวงมหาดไทย กำหนดแนวทางในการเตรียมความพร้อมสำหรับเปิดภาคเรียนที่ 2 ปีการศึกษา 2564 โดยวางแผนฉีดวัคซีนไฟเซอร์ให้แก่นักเรียน นักศึกษาที่มีอายุ 12-18 ปี กำหนดเริ่มฉีดวัคซีนเข็มแรก วันนี้ (4 ต.ค.64) ให้กับสถานศึกษาในพื้นที่ควบคุมสูงสุดและเข้มงวด (สีแดงเข้ม) ใน 29 จังหวัดก่อน 
16,"        วันที่ 4 ตุลาคม 2564 เมื่อช่วงเช้าที่ผ่านมา นายพินิจ แก้วจิตคงทอง รองผู้ว่าราชการจังหวัดพะเยา พร้อมด้วยรองผู้อำนวยการโรงพะยาบาลพะเยา หัวหน้าสำนักงานจังหวัดพะเยา เข้าตรวจเยี่ยมการให้บริการฉีดวัคซีนไฟเซอร์แก่เด็กนักเรียน โดยบรรยากาศการฉีดวัคซีนไฟเซอร์ให้กับนักเรียนวันแรกที่ศาลากลางจังหวัดพะเยา ซึ่งเป็นเขตอำเภอเมืองพะเยา มีนักเรียนโรงเรียนพะเยาพิทยาคม เดินทางมารอรับการฉีดวัคซีนเป็นจำนวนมาก โดยสถานที่ฉีดวัคซีนที่ศาลาประชาคมจังหวัดพะเยา กำหนดจำนวนฉีดวันนี้จำนวน 1,461 ราย จากยอดนักเรียนที่ประสงค์จะฉีดวัคซีนของจังหวัดพะเยา ณ ขณะนี้มีจำนวนทั้งสิ้น 10,500 คน ตามที่กระทรวงศึกษาธิการได้กำหนดแผนให้นักเรียน นักศึกษา ทุกสังกัด ที่มีอายุระหว่าง 12-18 ปี จำนวน 5,048,081 คน เบื้องต้นมีผู้ประสงค์จะฉีด 3.61 ล้านคน คิดเป็น 71.67% จะได้รับการฉีดวัคซีนสูตรไฟเซอร์+ไฟเซอร์ ตั้งแต่ 4 ตุลาคมนี้เป็นต้นไป"
17,"        วันนี้ (4 ต.ค.64) นายชยันต์ ศิริมาศ ผู้ว่าราชการจังหวัดนครสวรรค์ เปิดเผยหลังเป็นประธาน “Kick Off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” ว่า จังหวัดนครสวรรค์ ดำเนินการฉีดวัคซีนไฟเซอร์ให้กับนักเรียน นักศึกษา ทุกสังกัดอายุ 12-18 ปี ที่ศึกษาอยู่หรือเทียบเท่า เพื่อรองรับการเปิดภาคเรียนที่ 2/2564 สำหรับมาตรการสำคัญในป้องกันการแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 ในสถานศึกษา นอกจากการฉีดวัคซีนให้กับนักเรียนแล้วขอเน้นย้ำให้ทุกท่านปฏิบัติตามมาตรการที่ทางกระทรวงสาธารณสุขได้กำหนดไว้ ให้ถือแนวทางการเตรียมความพร้อมเปิดเรียน Sandbox Safety Zone in School เป็นมาตรการหลัก เช่น การประเมินเตรียมความพร้อม ก่อนเปิดเรียนผ่าน Thai Stop COVID Plus, การประเมินความเสี่ยงผ่านแอพพลิเคชัน Thai Save Thai, การปฏิบัติตาม 6 มาตรการหลัก 6 มาตรการเสริม, การตรวจ Antigen Test Kit และการเตรียมแผนเผชิญเหตุ เป็นต้น "
18,สำนักงานศึกษาธิการจังหวัดยโสธร แจ้งแผนการฉีดวัคซีนไฟเซอร์ให้นักเรียน นักศึกษา ในสัปดาห์ที่ 1-2 เดือนตุลาคม 2564
19,        วันที่ 4 ตุลาคม 2564 นายรณชัย จิตรวิเศษ ผู้ว่าราชการจังหวัดพิษณุโลก พร้อมด้วย นพ. ไกรสุข เพชระบูรณิน นายแพทย์สาธารณสุขจังหวัดพิษณุโลก ตรวจเยี่ยมการจัดบริการฉีดวัคซีน “ไฟเซอร์” ตามกิจกรรม Kick off “สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” เพื่อเป็นการประชาสัมพันธ์การดำเนินงานและสร้างความมั่นใจแก่ผู้ปกครองและประชาชนในการป้องกันการแพร่ระบาดในโรงเรียนต่อไป ให้กับนักเรียนอายุ 12-18 ปี   โดย เขตสุขภาพที่ 2 ได้จัดขึ้น ณ โรงเรียนธีรธาดา พิษณุโลก พร้อมฉีดวัคซีนให้กับนักเรียน ตามที่ได้นัดหมายไว้ จำนวน 97 คน จากนั้นจะทยอยฉีดให้โรงเรียนต่างๆ ไปจนถึงวันที่ 12 ต.ค. นี้ 
20,"            วันนี้ (4 ต.ค. 64) ที่หอประชุมโรงเรียนราชประชานุเคราะห์ 42 สตูล ตำบลเกตรี อำเภอเมืองสตูล จังหวัดสตูล ศูนย์อนามัยที่ 12 ยะลา ร่วมกับสำนักงานสาธารณสุขจังหวัดสตูล และโรงเรียนราชประชานุเคราะห์ 42 สตูล จัดกิจกรรม “Kick Off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” ซึ่งเป็นกิจกรรมที่จัดขึ้นพร้อมกันทั่วประเทศ โดยมี พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี เป็นประธานการ Kick Off จากส่วนกลาง สำหรับจังหวัดสตูล มี นายเอกรัฐ หลีเส็น ผู้ว่าราชการจังหวัดสตูล เป็นประธานการจัดกิจกรรมพร้อมด้วยผู้อำนวยการศูนย์อานมัยที่ 12 ยะลา , ผู้อำนวยการโรงพยาบาลสตูล , รองนายแพทย์สาธารณสุขจังหวัดสตูล , ศึกษาธิการจังหวัดสตูล , ผู้อำนวยการโรงเรียนราชประชานุเคราะห์ 42 สตูล ร่วมกิจกรรม โดยมีนักเรียนที่ผู้ปกครองอนุญาตให้รับการฉีดวัคซีนรอรับการฉีดรอบละ 50 คน"
21,          ที่โรงเรียนศรีสังวาลย์ขอนแก่น จังหวัดขอนแก่น นายสมศักดิ์ จังตระกุล ผู้ว่าราชการจังหวัดขอนแก่น เป็นประธานเปิด Kick Off สร้างเกราะด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม ซึ่งเป็นกิจกรรมที่จัดขึ้นพร้อมกันทั่วประเทศ โดยมีพลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี เป็นประธานในพิธี เพื่อเตรียมความพร้อมสร้างเกราะป้องกันด้วยวัคซีนให้กับนักเรียน ให้เปิดเรียนอย่างมั่นใจและปลอดภัย โดยโรงเรียนมีกำหนดเปิดเรียนเบื้องต้น คือ เดือนพฤศจิกายน 2564 และเป็นการประชาสัมพันธ์สร้างความมั่นใจให้กับผู้ปกครอง คณะครู และบุคลากรด้านการศึกษา
22,"        วันนี้ (4 ต.ค.64) จากนโยบายของกระทรวงศึกษาธิการที่กำหนดแผนให้นักเรียน/นักศึกษาทุกสังกัด ที่มีอายุระหว่าง 12-18 ปี ได้รับการฉีดวัคซีนป้องกันโควิด-19 เป็นชนิดยี่ห้อไฟเซอร์ทั้งเข็มที่ 1 และ 2 ตั้งแต่วันที่ 4 ตุลาคม 2564 เป็นต้นไป โดยจะเริ่มฉีดให้กับสถานศึกษาในพื้นที่ควบคุมสูงสุดและเข้มงวด (สีแดงเข้ม) ที่มีจำนวน 15,465 แห่ง ใน 29 จังหวัดก่อน และจะฉีดวัคซีนเข็มที่ 2 ตั้งแต่ต้นเดือนพฤศจิกายนต่อไป"
23,        กระทรวงศึกษาธิการ ร่วมกับกระทรวงสาธารณสุข จัดกิจกรรม “Kick Off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” โดยจัดกิจกรรมพร้อมกันทั่วประเทศวันนี้
24,"        วันนี้ (4 ต.ค.64) จากนโยบายของกระทรวงศึกษาธิการที่กำหนดแผนให้นักเรียน นักศึกษา ทุกสังกัด ที่มีอายุระหว่าง 12-18 ปี ได้รับการฉีดวัคซีนป้องกันโควิด-19 เป็นชนิดยี่ห้อไฟเซอร์ทั้งเข็มที่ 1 และ 2 ตั้งแต่วันที่ 4 ตุลาคม 2564 เป็นต้นไป โดยจะเริ่มฉีดให้กับสถานศึกษาในพื้นที่ควบคุมสูงสุด และเข้มงวด (สีแดงเข้ม) ที่มีจำนวน 15,465 แห่ง ใน 29 จังหวัดก่อน และจะฉีดวัคซีนเข็มที่ 2 ตั้งแต่ต้นเดือนพฤศจิกายนต่อไป"
25," นายธนกร วังบุญคงชนะ โฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า สถานการณ์ผู้ติดเชื้อโควิด-19 ประจำวันนี้ (4 ตุลาคม 2564) พบผู้ติดเชื้อรายใหม่จำนวน 9,930 คน และหายป่วยกลับบ้าน 12,336 ราย ทำให้มียอดผู้ป่วยสะสมตั้งแต่ 1 เม.ย. 2564 จำนวน 1,618,499 และยอดหายป่วยสะสม 1,493,077 ราย ขณะเดียวกันจำนวนผู้เสียชีวิตต่ำกว่า 100 ราย ต่อเนื่อง 3 วันติดต่อกัน สะท้อนความบริหารสถานการณ์โควิด -19 ของรัฐบาลและความร่วมมือร่วมใจของบุคลากรทางการแพทย์ และประชาชนทุกภาคส่วนได้เป็นอย่างดี"
26,"            นายชาร์รีฟท์ สือนิ ศึกษาธิการจังหวัดนราธิวาส กล่าวถึงแผนการฉีดวัคซีน  Pfizer  แก่นักเรียน อายุ 12-18 ปี ว่า จังหวัดนราธิวาสมีกลุ่มเป้าหมาย จำนวน 60,708 ราย แจ้งความประสงค์ฉีดวัคซีน Pfizer จำนวน 38,791 ราย คิดเป็นร้อยละ 63.77 ของจำนวนกลุ่มเป้าหมายทั้งหมด"
27,            วันนี้ (4 ตุลาคม 2564 ) เวลา 08.30 น. นายทวีป บุตรโพธิ์ ผู้ว่าราชการจังหวัดอำนาจเจริญ พร้อมด้วย หัวหน้าส่วนราชการที่เกี่ยวข้อง ร่วมกิจกรรม Kick Off ฉีดวัคซีน Pfizer ให้นักเรียน นักศึกษา อายุ 12-18 ปี “สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” ผ่านระบบ Zoom Meeting เพื่อเป็นการประชาสัมพันธ์การดำเนินงานและสร้างความมั่นใจแก่ผู้ปกครองและประชาชนในการป้องกันการแพร่ระบาดในโรงเรียนและเป็นการสร้างภูมิคุ้มกันให้กับนักเรียนในจังหวัดอำนาจเจริญ จากนั้นได้ตรวจเยี่ยมและให้กำลังใจนักเรียนและผู้มารับบริการฉีดวัคซีนโควิด-19 ณ หอประชุมพุทธอุทยานอำนาจเจริญ จังหวัดอำนาจเจริญ โดยในวันนี้มีนักเรียนเข้ารับการฉีดวัคซีน จำนวน 520 คน จากนั้นจะทยอยฉีดวัคซีนให้กับนักเรียน นักศึกษา ให้ครอบคลุมทุกพื้นที่ในจังหวัดอำนาจเจริญ โดยจะดำเนินการฉีดให้แล้วเสร็จภายในเดือนตุลาคม 2564 นี้
28,"        วันที่ 4 ตุลาคม 2564 ที่โรงเรียนสระหลวงพิทยาคม อำเภอเมือง จังหวัดพิจิตร นายพยนต์ อัศวพิชยนต์ รองผู้ว่าราชการจังหวัดพิจิตร เป็นประธานเปิดกิจกรรม ""Kick off สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม จังหวัดพิจิตร"" เริ่มฉีดวัคซีน Pfizer แก่เด็กนักเรียนระดับมัธยมศึกษาหรือเทียบเท่า อายุ 12 – 18 ปี "
29,นพ.โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค เปิดเผยว่า ตอนนี้วัคซีนที่มีการยอมรับเรื่องประสิทธิภาพและความปลอดภัยในไทยมีหลายตัว แต่ที่สำนักงานคณะกรรมการอาหารและยา (อย.) อนุญาตให้ฉีดในเด็กอายุ 12 ปีขึ้นไป ในไทยมีตัวเดียวคือวัคซีนไฟเซอร์ ส่วนโมเดอร์นา ยังไม่เข้ามาและไม่ใช่วัคซีนหลักที่รัฐบาลจัดหา ส่วนไฟเซอร์ที่รัฐซื้อนั้นเข้ามาล็อตแรกเมื่อวันที่ 29 ต.ค.ที่ผ่านมา 2 ล้านโดส ตรวจสอบและกระจายไปทุกอำเภอแล้ว แต่บางอำเภอได้รับก่อน-หลัง ขึ้นกับแต่ละจังหวัดได้ตกลงกัน และอาจจะยังไม่ได้กระจายทุกโรงเรียนเพราะข้อมูลกระทรวงศึกษาธิการที่ให้มามีนักเรียนเข้าข่าย 5 ล้านคน แต่มี 4 ล้านคนที่ผู้ปกครองและนักเรียนสมัครใจฉีด อย่างไรก็ตาม วันที่ 6 ต.ค.นี้ วัคซีนไฟเซอร์จะเข้ามาอีก 1.5 ล้านโดส สัปดาห์ถัดไปอีก 1.5 ล้านโดส ดังนั้น 2 สัปดาห์ก็จะกระจายฉีดนักเรียนครบตามจำนวนที่สมัครใจฉีด 
30,"            วันนี้ (4 ต.ค.64) เวลา 08.00 น. ณ ห้องประชุมภูผา ศาลากลางจังหวัดพังงา นายจำเริญ ทิพญพงศ์ธาดา ผู้ว่าราชการจังหวัดพังงา พร้อมด้วย นายบุญเติม เรณุมาศ รองผู้ว่าราชการจังหวัดพังงา นายธรรมนูญ ศรีวรรธนะ รองผู้ว่าราชการจังหวัดพังงา ประชุมคณะกรรมการโรคติดต่อ เพื่อติดตามสถานการณ์แพร่ระบาดของโรคโควิด-19 โดยมีส่วนราชการและหน่วยงานที่เกี่ยวข้องเข้าร่วมประชุม สำหรับสถานการณ์การแพร่ระบาด ศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (Covid 19) จังหวัดพังงา (ศบค.พง.) แจ้งสถานการณ์การเฝ้าระวังโรคติดเชื้อโควิด 19 ประจำวันที่ 4 ตุลาคม 2564 พบผู้ติดเชื้อรายใหม่ในจังหวัด 46 ราย เป็นชาวไทย 36 ราย และแรงงานต่างด้าว 10 ราย มีจำนวนผู้ป่วยสะสม จำนวน 2,819 ราย รักษาหายแล้ว จำนวน 2,026 ราย กำลังรักษา 783 ราย มีผู้เสียชีวิต 10 ราย โดยผู้ว่าราชการจังหวัดพังงา ได้กำชับให้ทุกพื้นที่กวดขันเจ้าหน้าที่ประจำด่านตรวจ การตรวจค้นเชิงรุก การปฏิบัติตามมาตรการ DMHTTA อย่างเข้มข้น เนื่องพบการระบาดของโควิด-19 กระจายในทุกอำเภอ โดยเฉพาะในกลุ่มแรงงานต่างด้าว และห้ามไม่ให้มีการเคลื่อนย้ายแรงงานต่างด้าวข้ามพื้นที่ ยกเว้นมีความจำเป็นให้ขออนุญาตต่อผู้นำชุมชนหรือนายอำเภอในพื้นที่ สำหรับการฉีดวัคซีนโควิด-19 ให้กับประชาชนในภาพรวมขณะนี้มีผู้ได้รับการฉีดแล้วจำนวน 156,008 ราย คิดเป็นร้อยละ 58.10 จากเป้าหมาย จำนวน 268,508 ราย"
31,วันที่ 4 ตุลาคม 2564 เวลา 08.30 น. พ่อเมืองอำนาจเจริญ พร้อมด้วย หัวหน้าส่วนราชการที่เกี่ยวข้อง ร่วมกิจกรรม Kick Off ฉีดวัคซีน Pfizer ให้นักเรียน นักศึกษา อายุ 12-18 ปี “สร้างเกราะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม” ผ่านระบบ Zoom Meeting เพื่อเป็นการประชาสัมพันธ์การดำเนินงานและสร้างความมั่นใจแก่ผู้ปกครองและประชาชนในการป้องกันการแพร่ระบาดในโรงเรียนและเป็นการสร้างภูมิคุ้มกันให้กับนักเรียนในจังหวัดอำนาจเจริญ 
32,จังหวัดนครศรีธรรมราช Kick off ฉีดวัคชีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม เขตสุขภาพที่ 11 
33,จังหวัดกาญจนบุรี Kick Off ฉีดวัคซีนไฟเซอร์ให้กับเด็กนักเรียนเตรียมพร้อมเปิดภาคเรียนที่ 2 ปีการศึกษา 2564 สร้างเกาะป้องกันด้วยวัคซีน เด็กปลอดภัย เรียนอุ่นใจ ต้อนรับเปิดเทอม เป้าหมายฉีดวัคซีนเข็มแรกให้นักเรียน นักศึกษาครบทุกคน ภายในเดือนตุลาคม 2564 นี้
