,news_text
13,"พลเอก ณัฐพล นาคพาณิชย์ เลขาธิการสภาความมั่นคงแห่งชาติ หรือ สมช. ในฐานะ ผอ.ศปก.ศบค. ชี้แจงถึงกรณีที่โรงพยาบาลบางแห่งเลื่อนการฉีดวัคซีนโควิด-19 หลังวันที่ 7 มิถุนายนออกไป เนื่องจากมีวัคซีนไม่เพียงพอ ว่า วัคซีนที่จะเข้ามาในเดือนมิถุนายนนี้มี 6 ล้านโดส และมีวัคซีนมาแล้ว 3.54 ล้านโดส โดยกระทรวงสาธารณสุขจะทยอยส่งไปยังจังหวัดต่างๆ โดยมีสถานพยาบาลกว่า 1,000 แห่งที่ฉีดให้กับประชาชน และวัคซีนบางส่วนที่เหลือจะทยอยเข้ามาเป็นล็อต ซึ่งอาจจะทำให้การจัดส่งวัคซีนไม่มีกำหนดเวลาตายตัว แต่หากได้วัคซีนมาก็จะดำเนินการส่งในทันที "
14,           สำนักข่าวต่างประเทศ รายงานว่า โมเดอร์นา บริษัทเวชภัณฑ์รายใหญ่ของสหรัฐฯ ยื่นขออนุมัติการใช้วัคซีนโควิด-19 เป็นกรณีฉุกเฉิน ในผู้ที่มีอายุ ระหว่าง 12-17 ปี ต่อหน่วยงานกำกับดูแลด้านสุขภาพของสหภาพยุโรปและแคนาดา นอกจานี้ เตรียมยื่นขออนุมัติต่อคณะกรรมการอาหารและยาของสหรัฐฯ และหน่วยงานกำกับดูแลของหลายประเทศ เพื่อขยายขอบเขตการฉีดวัคซีนโควิด-19 ในครอบคลุมประชากรกลุ่มวัยรุ่น 
15,           สำนักข่าวต่างประเทศ รายงานว่า รัฐบาลสหรัฐฯ ภายใต้การนำของประธานาธิบดีโจ ไบเดน มีแผนบริจาควัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค จำนวน 500 ล้านโดส ให้กว่า 100 ประเทศทั่วโลก ในอีก 2 ปี ข้างหน้า 
16,        นายศุภพงษ์ เชาวน์แล่น ประชาสัมพันธ์จังหวัดสุราษฎร์ธานี กล่าวถึงการบริหารจัดการวัคซีนของประเทศไทย ว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม แถลงภายหลังการประชุม ครม. ย้ำ การฉีดวัคซีนซึ่งถือเป็นวาระแห่งชาติ โดยได้ลงพื้นที่ตรวจเยี่ยมจุดฉีดวัคซีน ณ สถานีกลางบางซื่อ ที่เป็นจุดฉีดวัคซีนที่ใหญ่ที่สุดในประเทศ รองรับการฉีดวัคซีนประมาณหมื่นคนต่อวัน และจุดฉีดวัคซีนสำหรับผู้ประกันตนมาตรา 33 ณ อาคารกีฬาเวสน์ ดินแดง โดยวันที่ 7 มิ.ย. ที่ผ่านมาถือเป็น “วันคิกออฟ” ระดมฉีดวัคซีน ทั่วประเทศ ยอดรวมเฉพาะการฉีดวัคซีนมากกว่า 4 แสนโดส และ  มียอดสะสมผู้ที่ได้รับการฉีดวัคซีนทั้งหมดมากกว่า 4.6 ล้านโดส โดยแบ่งเป็นผู้ได้ฉีดเข็มแรกแล้ว 3.2 ล้านคน และผู้ฉีดครบสองเข็ม 1.4 ล้านคน
17, สำนักงานประชาสัมพันธ์จังหวัดแพร่รายงานว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม แถลงภายหลังการประชุมคณะรัฐมนตรีว่า การฉีดวัคซีนซึ่งถือเป็นวาระแห่งชาติ โดยได้ลงพื้นที่ตรวจเยี่ยมจุดฉีดวัคซีน ณ สถานีกลางบางซื่อ ที่เป็นจุดฉีดวัคซีนที่ใหญ่ที่สุดในประเทศ รองรับการฉีดวัคซีนประมาณหมื่นคนต่อวัน และจุดฉีดวัคซีนสำหรับผู้ประกันตนมาตรา 33 ณ อาคารกีฬาเวสน์ ดินแดง และเมื่อวันที่ 7 มิถุนายนที่ผ่านมา ถือเป็น “วันคิกออฟ” ระดมฉีดวัคซีนทั่วประเทศ ยอดรวมเฉพาะการฉีดวัคซีนมากกว่า 4 แสนโดส และมียอดสะสมผู้ที่ได้รับการฉีดวัคซีนทั้งหมดมากกว่า 4.6 ล้านโดส โดยแบ่งเป็นผู้ได้ฉีดเข็มแรกแล้ว 3.2 ล้านคน และผู้ฉีดครบสองเข็ม 1.4 ล้านคน
18,นายอนุทิน ชาญวีรกูล รองนายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงสาธารณสุข เปิดเผยถึงความคืบหน้าการจัดซื้อวัคซีนโควิด ตัวหลักยี่ห้ออื่นเพิ่มจากซิโนแวคและแอสตร้าเซนเนก้าที่ใช้อยู่ในปัจจุบัน ว่า ล่าสุดวันนี้ได้รับรายงานว่า นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค ได้ลงนามในสัญญาจะซื้อจะขายวัคซีน 20 ล้านโดส กับบริษัท ไฟเซอร์แล้ว ส่งผลให้จากนี้ทางบริษัท ต้องส่งเอกสาร E-Submission มาขอขึ้นทะเบียนวัคซีนกับสำนักงานคณะกรรมการอาหารและยา (อย.) ของไทย ระหว่างนี้จึงมีเวลา 4 สัปดาห์ที่จะตกลงในรายละเอียดเรื่องราคา และเงื่อนไขต่างๆ คาดหากทุกอย่างเรียบร้อย ไทยจะได้รับวัคซีนไฟเซอร์ภายในปีนี้ ด้านวัคซีนจอห์นสัน แอนด์ จอห์นสัน 5 ล้านโดสนั้น เอกสารสัญญาฝั่งไทยผ่านการพิจารณาเงื่อนไขเพิ่มเติมโดยสำนักงานอัยการสูงสุด และส่งไปยังบริษัทคู่สัญญาแล้ว รอการตอบกลับจากบริษัทผู้ผลิตที่ประเทศสหรัฐอเมริกา ทั้งนี้ยืนยันตราบใดที่โรคโควิดยังคงเป็นโรคติดต่อร้ายแรงทั่วโลก ยังไม่ลดระดับเป็นโรคประจำถิ่น รัฐบาลจะดำเนินการเต็มที่เพื่อจัดหาวัคซีนมาให้ประชาชนไทยใช้อย่างเพียงพอตามเป้าหมาย เป็นประเทศไทยจะไม่มีคำว่าขาดแคลนวัคซีน
19,           สำนักข่าวต่างประเทศ รายงานโดยอ้างแถลงการณ์ของนายอัลเบิร์ต บูร์ลา ประธานกรรมการบริหารของบริษัทไฟเซอร์ ที่ยืนยันว่า บริษัทฯ ได้จำหน่ายวัคซีนโควิด-19 ที่พัฒนาร่วมกับบริษัท ไบโอเอ็นเทค ของเยอรมนี จำนวน 500 ล้านโดส ในราคาที่ไม่แสวงหาผลกำไรให้แก่รัฐบาลสหรัฐฯ ภายใต้การนำของประธานาธิบดีโจ ไบเดน เพื่อบริจาคให้แก่ประเทศรายได้ต่ำ และรายได้ปานกลาง กว่า 100 ประเทศทั่วโลก ผ่านโครงการจัดสรรวัคซีน “โคแวกซ์” ขององค์การอนามัยโลก โดยบริษัทไฟเซอร์ จะเริ่มส่งมอบวัคซีนดังกล่าว ให้แก่รัฐบาลสหรัฐฯ ตั้งแต่เดือนสิงหาคม นี้ เป็นต้นไป โดยจะส่งมอบจำนวน 200 ล้านโดส ภายในปีนี้ และอีก 300 ล้านโดส ในช่วง 6 เดือนแรก ของปีหน้า.
20,            (11 มิ.ย. 64) สำนักงานประชาสัมพันธ์จังหวัดตราด รายงานว่า พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม แถลงภายหลังการประชุม ครม. ย้ำ การฉีดวัคซีนซึ่งถือเป็นวาระแห่งชาติ โดยได้ลงพื้นที่ตรวจเยี่ยมจุดฉีดวัคซีน ณ สถานีกลางบางซื่อ ที่เป็นจุดฉีดวัคซีนที่ใหญ่ที่สุดในประเทศ รองรับการฉีดวัคซีนประมาณหมื่นคนต่อวัน และจุดฉีดวัคซีนสำหรับผู้ประกันตนมาตรา 33 ณ อาคารกีฬาเวสน์ ดินแดง โดยวันที่ 7 มิถุนายนที่ผ่านมาถือเป็น “วันคิกออฟ” ระดมฉีดวัคซีน ทั่วประเทศ ยอดรวมเฉพาะการฉีดวัคซีนมากกว่า 4 แสนโดส และมียอดสะสมผู้ที่ได้รับการฉีดวัคซีนทั้งหมดมากกว่า 4.6 ล้านโดส โดยแบ่งเป็นผู้ได้ฉีดเข็มแรกแล้ว 3.2 ล้านคน และผู้ฉีดครบสองเข็ม 1.4 ล้านคน
21,           ศูนย์ควบคุมและป้องกันโรคสหรัฐ หรือ ซีดีซี  เปิดเผยเมื่อวานนี้ว่า  พบคนวัยหนุ่ม            มีอาการกล้ามเนื้อหัวใจอักเสบมากกว่าที่คาด หลังได้รับการฉีดวัคซีนโควิด-19ของไฟเซอร์/                 ไบโอเอ็นเทค และโมเดอร์นาครบ 2 โดส  โดยซีดีซีอยู่ระหว่างการประเมินความเสี่ยงจากอาการดังกล่าว และยังไม่ได้สรุปว่าเป็นความสัมพันธ์เชิงเหตุผลระหว่างวัคซีนกับกรณีอาการกล้ามเนื้อหัวใจอักเสบ หรือโรคเยื่อหุ้มหัวใจอักเสบ ทั้งนี้แม้ผู้เกิดอาการบางส่วนจำเป็นต้องเข้ารักษาตัวในโรงพยาบาล แต่ส่วนใหญ่ฟื้นตัวดีขึ้นแล้ว
22,    หน่วยงานกำกับดูแลด้านสาธารณสุขของบราซิล หรืออันวิซา (Anvisa) อนุมัติการใช้วัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค ในเด็กอายุ 12 ปี ขึ้นไป หลังผลการศึกษาระบุว่า วัคซีนของไฟเซอร์ ปลอดภัยและมีประสิทธิภาพ ในประชากกลุ่มอายุ ดังกล่าว
23,           หน่วยงานกำกับดูแลด้านสาธารณสุขของบราซิล หรืออันวิซา (Anvisa) อนุมัติการใช้วัคซีนโควิด-19 ของบริษัทไฟเซอร์-ไบโอเอ็นเทค
24, นายแพทย์ไพศาล ดั่นคุ้ม เลขาธิการคณะกรรมการอาหารและยา เปิดเผยถึงความคืบหน้าการ พิจารณาอนุญาตวัคซีนโควิด-19 ในประเทศไทยว่า ขณะนี้วัคซีนโคเมอร์เนตี (COMIRNATY VACCINE) ซึ่งเป็นวัคซีนของบริษัท ไฟเซอร์ จำกัด ได้มายื่นขอขึ้นทะเบียนกับสำนักงานคณะกรรมการอาหารและยา (อย.) แล้ว 
25,       กระทรวงสาธารณสุขเวียดนาม อนุมัติการใช้วัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เป็นกรณีฉุกเฉินแล้ว เมื่อวานนี้ นับเป็นวัคซีนโควิด-19 ขนานที่ 4 ที่อนุญาตให้ใช้ในประเทศ ถัดจากวัคซีนของแอสตราเซเนกา วัคซีน “สปุตนิกวี” ของรัสเซีย และวัคซีนของซิโนฟาร์มของจีน    ด้าน สถานฑูตสหรัฐฯ ประจำกรุงฮานอย เปิดเผยว่า เวียดนาม อยู่ในกลุ่ม 92 ประเทศและเขตปกครองทั่วโลก ที่ได้รับการจัดสรรวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค จากรัฐบาลสหรัฐฯ ภายในเดือนมิถุนายนปีหน้า
26,"           บรรดาผู้นำกลุ่มประเทศอุตสาหกรรม 7 ชาติหรือจี 7 ประชุมกันเป็นวันสุดท้ายในเมืองคอร์นวอล์ล ทางตะวันตกเฉียงใต้ของอังกฤษเมื่อวานนี้ และออกแถลงการณ์ให้คำมั่นว่า จะจัดส่งวัคซีนโควิด-19 มากถึง 1,000 ล้านโดสให้ประเทศยากจนตั้งแต่ปัจจุบันนี้ไปจนกระทั่งถึงสิ้นปี 2565"
27,"พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรี ชี้แจงที่ประชุมวุฒิสภา เพื่อพิจารณาพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหาเศรษฐกิจและสังคมจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 เพิ่มเติม พ.ศ. 2564 โดยย้ำความจำเป็นเร่งด่วนในการกู้เงิน เพื่อใช้สำหรับสถานการณ์โควิด-19 ทั้งการเยียวยาประชาชนและฟื้นฟูเศรษฐกิจของประเทศ โดยเฉพาะการระบาดในระลอกที่ 3 โดยคาดว่า จะช่วยทำให้เศรษฐกิจของประเทศขยายตัวได้ 1.5-2.5 ส่วนงบประมาณสำหรับระบบสาธารณสุข คณะรัฐมนตรีได้อนุมัติไปแล้วกว่า 44,700 ล้านบาท โดยครอบคลุมทั้งงบประมาณสำหรับวัคซีน ดูแลบุคลากร เช่น อสม. อุปกรณ์การแพทย์และรถตรวจชีวนิรภัยเพิ่มเติม"
28,ประมวลข่าวทั่วไทยประจำวันที่ 14 มิถุนายน 2564
29,           ผลการศึกษาในวงกว้างพบว่า วัคซีนโนวาแวกซ์ซึ่งเป็นวัคซีนโควิด-19 ตัวที่ 4 ของสหรัฐมีประสิทธิภาพในการป้องกันเชื้อโควิด-19 ถึงร้อยละ 90.4 รวมถึงเชื้อกลายพันธุ์
30,           สำนักงานสาธารณสุขอังกฤษระบุว่าวัคซีนโควิด-19ของไฟเซอร์/ไบโอเอ็นเทค มีประสิทธิภาพสูงถึงร้อยละ 96 ในการป้องกันอาการป่วยรุนรแงที่ต้องเข้ารับการรักษาตัวในโรงพยาบาลจากการติดเชื้อกลายพันธุ์สายพันธุ์เดลตา หลังฉีดวัคซีนครบ 2 โดส ขณะที่วัคซีนของ                               แอสตราเซเนกา มีประสิทธิภาพในการป้องกันร้อยละ 92 ซึ่งเป็นการตอกย้ำให้ควรเร่งฉีดวัคซีนให้กับประชาชนครบสองโดสโดยเร็วที่สุด
31,พลเอก ประยุทธ์ จันทร์โอชา นายกรัฐมนตรีและรัฐมนตรีว่าการกระทรวงกลาโหม แถลงผ่านโทรทัศน์รวมการเฉพาะกิจแห่งประเทศไทย เผยโรดแมป “ประเทศไทยต้องเปิดประเทศ ภายใน 120 วัน” เตรียมนำ ภูเก็ต Sandbox เข้าที่ประชุมคณะรัฐมนตรี พิจารณาและอนุมัติ ในช่วงสัปดาห์หน้า เพื่อเตรียมการเปิดประเทศในระยะต่อไป
32,นายแพทย์ทวีศิลป์ วิษณุโยธิน โฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) หรือ ศบค. เปิดเผยว่า วันนี้ที่ประชุมพิจารณามาตรการผ่อนคลายพื้นที่ต่างๆ ทั่วราชอาณาจักร โดยปรับพื้นที่ควบคุมสูงสุดและเข้มงวดเหลือ 4 จังหวัด ได้แก่ กรุงเทพฯ นนทบุรี ปทุมธานี และสมุทรปราการ 
33,สรุปข่าวประจำสัปดาห์ ( 14- 17 มิถุนายน 2564 )
34,
35,     สำนักข่าวต่างประเทศ รายงานว่า สถานพยาบาลเอกชน ทั้ง 24 แห่ง ที่ได้รับการคัดเลือกจากกระทรวงสาธารณสุขสิงคโปร์ เริ่มฉีดวัคซีนโควิด-19 ของซิโนแวค ให้ประชาชน แล้วเมื่อวานนี้ หลังทางการสิงคโปร์ อนุมัติให้วัคซีนของซิโนแวค เป็นวัคซีนทางเลือก นอกเหนือจากวัคซีนของไฟเซอร์-ไบโอเอ็นเทค และโมเดอร์นา ที่เป็นวัคซีนหลัก โดยบรรยากาศของการฉีดวัคซีนของซิโนแวคในวันแรก มีประชาชนจำนวนมากซึ่งส่วนใหญ่เป็นชาวสิงคโปร์เชื้อสายจีนเข้าคิวรอฉีดวัคซีน ดังกล่าว 
36,"    สำนักงานสาธารณสุขอังกฤษ รายงานว่า ผู้ติดเชื้อโควิด-19 รายใหม่ในอังกฤษ กว่าร้อยละ 99 เป็นผู้ที่ติดเชื้อสายพันธุ์เดลตา ซึ่งตรวจพบครั้งแรกในอินเดีย โดยข้อมูลจนถึงวันที่ 14 มิถุนายน ที่ผ่านมา พบว่า อังกฤษมียอดผู้ติดเชื้อสายพันธุ์เดลตา อย่างน้อย 33,630 คน และมียอดผู้ติดเชื้อโควิด-19 ชนิดกลายพันธุ์สะสมรวมกัน เกือบ 76,000 คน"
37,     สื่อสหรัฐฯ รายงานโดยอ้างแถลงการณ์ของนางแพทย์หญิงโรเชล วาเลนสกี ผู้อำนวยการศูนย์ควบคุมและป้องกันโรคแห่งชาติของสหรัฐฯ หรือ ซีดีซี ที่ระบุว่า เชื้อโควิด-19 ชนิดกลายพันธุ์ สายพันธุ์เดลตา ซึ่งตรวจพบครั้งแรกในอินเดีย มีแนวโน้มกลายเป็นเชื้อสายพันธุ์หลักที่ระบาดในสหรัฐฯ ในอีกไม่กี่เดือนข้างหน้า 
38,    ชาวสิงคโปร์จำนวนมากสนใจฉีดวัคซีนโควิด-19 ของซิโนแวกจากจีน แม้วัคซีนขนานอื่นที่ใช้อยู่ในขณะนี้จะมีประสิทธิภาพมากกว่าก็ตาม โดยคลินิกหลายแห่งมีประชาชนเข้ารับการฉีดวัคซีนดังกล่าวอย่างล้นหลาม หลังสิงคโปร์เริ่มฉีดวัคซีนซิโนแวกให้ประชาชนเป็นครั้งแรกเมื่อวันศุกร์ที่ผ่านมา
39,           รัฐบาลฟิลิปปินส์ลงนามในข้อตกลงซื้อวัคซีนโควิด-19 จำนวน 40 ล้านโดสของไฟเซอร์/              ไบโอเอ็นเทค ซึ่งเป็นการจัดซื้อวัคซีนจำนวนมากที่สุดในปีนี้ โดยการส่งมอบวัคซีนชุดแรกจะเริ่มใน 8 สัปดาห์นับจากเดือนสิงหาคม ซึ่งการสั่งซื้อวัคซีนล่าสุดทำให้ปัจจุบันฟิลิปปินส์มีวัคซีนที่สั่งจองไว้แล้วอย่างน้อย 113 ล้านโดสจากบริษัทอย่างน้อย 5 แห่งได้แก่ ซิโนแวก 26 ล้านโดส                  โมเดอร์นา 20 ล้านโดส แอสตราเซเนกา 17 ล้านโดส สปุตนิก วี 10 ล้านโดส และไฟเซอร์/                        ไบโอเอ็นเทค 40 ล้านโดส
40, 
41,      คณะนักวิทยาศาสตร์อังกฤษเตือนว่า อังกฤษอาจเผชิญกับการระบาดระลอกสามของ                    โรคโควิด-19 เนื่องจากเชื้อกลายพันธุ์สายพันธุ์เดลตาที่สามารถแพร่กระจายได้อย่างรวดเร็ว  นอกจากนี้ประเทศอาจต้องประสบกับสถานการณ์ที่ยากลำบากในช่วงฤดูหนาว เพราะอาจมีเชื้อ      สายพันธุ์ใหม่เกิดขึ้นอีก 
42,ศ.นพ.ยง ภู่วรวรรณ หัวหน้าศูนย์เชี่ยวชาญ เฉพาะทางด้านไวรัสวิทยาคลินิก คณะแพทยศาสตร์ จุฬาลงกรณ์มหาวิทยาลัย กล่าวว่า วิวัฒนาการของเชื้อที่เกิดสายพันธุ์ถือเป็นเรื่องปกติ ตามวัฏจักรเชื้อที่วิวัฒนาการจนแพร่ได้เร็วกว่าจะใช้เวลาประมาณ 4-5   เดือน ก็จะเข้ามาแทนที่สายพันธุ์เดิมเป็นเช่นนี้ไม่สิ้นสุด ไม่เฉพาะสายพันธุ์เดลต้าที่กำลังจับตาอยู่เท่านั้น แต่ไม่ว่าจะสายพันธุ์ไหน ไม่ได้เปลี่ยนแปลงในแง่ความรุนแรงของโรค  วัคซีนที่ใช้อยู่ยังช่วยลดความรุนแรง ลดการเสียชีวิตได้ แต่เนื่องจากวัคซีนทุกบริษัทในโลกนี้ ล้วนพัฒนามาจากเชื้อสายพันธุ์แรกที่พบคือ “อู่ฮั่น” ประสิทธิภาพจึงลดลงเมื่อพบเชื้อรุ่นใหม่ อย่างสายพันธุ์เดลต้า (อินเดีย) การศึกษา ในประเทศสก็อตแลนด์ พบวัคซีนไฟเซอร์ 2 เข็ม จากประสิทธิภาพสายพันธุ์เดิมได้ 90% แต่กับสายพันธุ์เดลต้า (อินเดีย)  ลดเหลือ 79% แอสตร้าเซนเนก้า จาก 80-90 ลดเหลือ 60% ดังนั้นเพื่อรับมือสายพันธุ์เดลต้าที่คาดจะเข้ามาครองสัดส่วนระบาดมากสุดในประเทศไทยอีกไม่กี่เดือนข้างหน้า  อาจต้องปรับกลยุทธ์ในการให้วัคซีน ดังนั้นเพื่อให้ได้ข้อมูลวิชาการประกอบการพิจารณา  ตนเองและทีมกำลังเร่งศึกษาระยะเวลาที่เหมาะสมในการให้วัคซีนเข็ม 3 เพื่อกระตุ้นภูมิคุ้มกัน เพราะหลักการให้วัคซีน หากกระตุ้นภูมิฯ ในเวลาที่เหมาะสมภูมิคุ้มกันจะขึ้นสูงกว่า 10 เท่า 
43,ประมวลข่าวทั่วไทยประจำวันที่ 22 มิถุนายน 2564
44,
45,    แถลงการณ์ของบริษัทแอสตราเซเนกาวานนี้ระบุว่า วัคซีนโควิด-19 ของบริษัทแอสตราเซเนกามีประสิทธิภาพในการต่อต้านเชื้อกลายพันธุ์เดลตาและแคปปาของโรคโควิด-19 ซึ่งพบครั้งแรกในอินเดีย
46,           นายเจฟฟรีย์ ไซเอนท์ ผู้ประสานงานของทีมตอบโต้โรคโควิด-19 ประจำทำเนียบขาวของสหรัฐกล่าวยอมรับวานนี้ว่า รัฐบาลสหรัฐจะไม่สามารถบรรลุเป้าหมายในการฉีดวัคซีน   โควิด-19 โดสแรกหรือมากกว่า ให้ประชากรวัยผู้ใหญ่ได้ร้อยละ 70 ภายในวันที่ 4 กรกฎาคมนี้ ตามที่ตั้งเป้าไว้ แต่รัฐบาลของประธานาธิบดีโจ ไบเดน ก็ประสบความสำเร็จมากกว่าที่คาดการณ์ไว้มาก ในการนำประเทศกลับสู่ภาวะปกติก่อนที่จะเกิดการระบาดของโรคดังกล่าว ขณะที่จำนวนผู้ติดเชื้อลดลงและประชาชนจำนวนมากก็ได้รับการฉีดวัคซีนแล้ว
