,news_text
10,นายแพทย์ชาติชาย กิติยานันท์ นายแพทย์สาธารณสุขจังหวัดกาญจนบุรี เปิดเผยว่า สำนักงานสาธารณสุขจังหวัดกาญจนบุรี เปิดจุด Walk in ฉีดวัคซีนโควิด-19 โดยเปิดให้บริการกับประชาชนทุกคนที่มีความประสงค์รับวัคซีนเข็ม 1 เข็ม 2 และ เข็มกระตุ้น ที่โรงพยาบาลทุกแห่งในจังหวัดกาญจนบุรี และ ห้างสรรพสินค้า ศูนย์การค้าในจังหวัดกาญจนบุรี ได้แก่
11,เปิดรับฉีดวัคซีน?ป้องกันโควิด-19 เเบบ Walk-in? 
12,
13,   นายกรัฐมนตรีนาฟตาลี เบนเน็ต ของอิสราเอล กล่าววานนี้ว่า ผลการศึกษาของอิสราเอลชี้ให้เห็นว่า วัคซีนโควิด-19 เข็ม 4 มีความปลอดภัย และเพิ่มระดับแอนติบอดีถึง 5 เท่า ขณะที่ทางการได้ขยายการฉีดวัคซีนออกไป ท่ามกลางจำนวนผู้ติดเชื้อที่พุ่งสูง
14,     รัฐบาลสหรัฐตกลงที่จะซื้อยาเม็ดแพกซ์โลวิด ของบริษัทไฟเซอร์เพิ่มอีก 10 ล้านคอร์ส ซึ่งจะเพิ่มจาก 10 ล้านคอร์สที่ได้ทำสัญญาซื้อไปก่อนหน้านี้ ทำให้จำนวนคอร์สการรักษาด้วยยาเม็ดดังกล่าวรวมเป็น 20 ล้านคอร์ส 
15,วันนี้ (5 ม.ค.65) บรรยากาศการฉีดวัคซีนเข็มที่ 3 หรือบูสเตอร์โดสด้วยวัคซีนไฟเซอร์ ที่ศูนย์บริการสาธารณสุขธนวิถี เทศบาลนครยะลา ของกลุ่มผู้ที่ฉีดวัคซีนซิโนแวค 2 เข็ม ภายหลังทางจังหวัดยะลา มีนโยบายให้ประชาชนได้ฉีดเข็มกระตุ้น นั้น
16,    ประธานาธิบดีโจ ไบเดน ผู้นำสหรัฐ เรียกร้องให้ชาวอเมริกันเข้ารับการฉีดวัคซีนโควิด-19 ให้มากที่สุด เนื่องจากสถิติในระยะหลังบ่งชี้ว่า อัตราการครองเตียงของผู้ป่วยหนักและผู้เสียชีวิตส่วนใหญ่ ไม่ได้ฉีดวัคซีน พร้อมกันนี้ประธานาธิบดีไบเดนประกาศว่า จะสั่งซื้อยาเม็ดแพกซ์โลวิดที่ใช้รักษาโรคโควิด-19 ของไฟเซอร์ เพิ่มอีก 10 ล้านชุด เป็น 20 ล้านชุด เพื่อรับมือกับจำนวนผู้ป่วย ที่เพิ่มขึ้นแบบก้าวกระโดด ซึ่งเป็นผลมาจากเชื้อกลายพันธุ์ โอมิครอน
17,วันนี้ (5 ม.ค.65 ) เป็นวันแรกของปี 2565 ในการฉีดวัคซีน Pfizer เข็มที่ 2 ให้กับนักเรียนที่มีอายุ 12 ปีขึ้นไป (รอบเก็บตก) ของศูนย์ฉีดวัคซีน covid อำเภอเมือง จังหวัดแม่ฮ่องสอน ซึ่งมีจุดบริการ ณ โรงพยาบาลศรีสังวาลย์ 
18,ฉีดวัคซีน โควิด-19 หลังปีใหม่ ยะลา คึกคัก  โดยวันนี้ (5 ม.ค 65) ที่ ศูนย์บริการสาธารณสุขธนวิถี เทศบาลนครยะลา   โรงพยาบาลศูนย์ยะลา ได้ร่วมกับ เทศบาลนครยะลา เปิดให้บริการฉีดวัคซีน ป้องกันโควิดเข็มที่สาม กับ พี่น้องชาวยะลา   ซึ่งมีประชาชน ทั้ง ผู้ใหญ่ ผู้สูงอายุ รวมถึงวัยรุ่น ให้ความสนใจไปรับบริการฉีดวัคซีนเข็ม 3 กัน กว่า 200 ราย  ซึ่ง ทางศูนย์ ได้จัดเตรียม วัคซีนไฟเซอร์  และ แอสตร้าฯ ให้กับผู้ที่จะเลือกฉีดเข็ม 3 ตามที่ต้องการ หลังจากที่ครบตามกำหนดระยะเวลาที่จะต้องฉีดเข็ม 3 กระตุ้นภูมิป้องกันโควิด-19 โดยเฉพาะสายพันธุ์ใหม่ โอมิครอน
19,นายเกรียงยศ สุดลาภา รองผู้ว่าราชการกรุงเทพมหานคร เปิดเผยว่า กรุงเทพมหานคร ได้ดำเนินมาตรการป้องกันและควบคุมการแพร่ระบาดของโรคโควิด-19 ในโรงเรียนสังกัดกรุงเทพมหานคร โดยมีการประเมินสถานการณ์ความเสี่ยงและตรวจ ATK อย่างต่อเนื่อง รวมถึงเตรียมความพร้อมการฉีดวัคซีนไฟเซอร์ให้นักเรียนในโรงเรียนสังกัดกรุงเทพมหานคร ระดับชั้นประถมศึกษากลุ่มเด็กอายุ 5-11 ปี ในเดือนกุมภาพันธ์ 2565 พร้อมทั้งพิจารณาปรับการเรียนการสอนให้เหมาะสมตามสถานการณ์ของแต่ละโรงเรียน โดยคำนึงถึงความปลอดภัยของนักเรียน ข้าราชการครูและบุคลากรทางการศึกษาเป็นสำคัญ เน้นย้ำการปฏิบัติตามแนวทางของกระทรวงสาธารณสุขและกระทรวงศึกษาธิการ ตามข้อกำหนด 6 มาตรการหลัก(DMHT-RC) 6 มาตรการเสริม (SSET-CQ) และ 7 มาตรการเข้มสำหรับสถานศึกษา รวมถึงมาตรการ Sandbox : Safety Zone in School ทำความเข้าใจและซักซ้อมแผนเผชิญเหตุ สุ่มตรวจ ATK นักเรียนข้าราชการครู และบุคลากรที่เกี่ยวข้องกับสถานศึกษา เพื่อคัดกรองและป้องกันการแพร่ระบาดของโรคโควิด-19
20,รายงานพิเศษ: จับตาสถานการณ์การแพร่ระบาดเชื้อโควิด-19 กลายพันธุ์โอมิครอน หลังผ่านพ้นเทศกาลวันหยุดส่งท้ายปี (6 ม.ค. 65 ภาค 07.30 น.)
21,สำนักงานประกันสังคมจังหวัดสงขลา เร่งกระจายวัคซีนให้กับผู้ประกันตนมาตรา 33 ที่ฉีดวัคซีนครบ 2 เข็มและประสงค์จะรับการฉีดวัคซีนเข็ม 3 หรือบูสเตอร์โดส
22,วันนี้ (6 ม.ค. 65) นายวิชวุทย์ จินโต ผู้ว่าราชการจังหวัดสุราษฎร์ธานี ได้ลงพื้นที่ตรวจเยี่ยมหน่วยบริการฉีดวัคซีนป้องกันโควิด-19    ของอำเภอชัยบุรี จ.สุราษฎร์ธานี และให้กำลังใจแก่ประชาชนและบุคลากรทางการแพทย์ที่ให้บริการ ณ หอประชุม ที่ว่าการอำเภอชัยบุรี โดยมี นายสุกิจ มีพริ้ง นายอำเภอชัยบุรี  แพทย์หญิงวิลาสินี  ฉิมภักดีนายแพทย์ชำนาญการ รักษาการในตำแหน่งผู้อำนวยการโรงพยาบาลชัยบุรี ผู้นำท้องที่ท้องถิ่น บุคลากรทางการแพทย์ และหน่วยงานที่เกี่ยวข้องร่วมให้การต้อนรับ
23,วันนี้ (6 มกราคม 2565) เวลา 15.00 น. ที่ห้องประชุมบุษราคัม สำนักงานสาธารณสุขจังหวัดมหาสารคาม นายเกียรติศักดิ์ ตรงศิริ ผู้ว่าราชการจังหวัดมหาสารคาม เป็นประธานประชุมคณะกรรมการโรคติดต่อจังหวัดมหาสารคาม ครั้งที่ 1/2565 เพื่อเป็นการติดตามการดำเนินงานควบคุมป้องกันโรค COVID-19 โดยข้อมูล ณ วันที่ 6 มกราคม 2565 ในพื้นที่จังหวัดมหาสารคาม มีรายงานพบผู้ป่วยใหม่ จำนวน 94 ราย (ผู้ป่วยมาจากพื้นที่เสี่ยงอยู่ระหว่างกักตัว จำนวน 3 ราย ป่วยจากการสัมผัสผู้ป่วยยืนยัน และตรวจเฝ้าระวังอื่น ๆ จำนวน 91 ราย)
24,เปิดรับฉีดวัคซีน?ป้องกันโควิด-19 เเบบ Walk-in?
25,นางสาวรัชดา ธนาดิเรก รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า รัฐบาลเตรียมพร้อมการฉีดวัคซีนไฟเซอร์ให้กับเด็กอายุ 5-11 ปี ซึ่งทางกระทรวงสาธารณสุขคาดว่าจะเริ่มฉีดได้ในช่วงเดือนกุมภาพันธ์ 2565 โดยการฉีดจะขึ้นอยู่กับความสมัครใจของเด็กและผู้ปกครอง ขณะนี้กระทรวงศึกษาธิการอยู่ระหว่างการสำรวจความสมัครใจ โดยสถานที่ฉีดจะใช้โรงเรียนเป็นจุดฉีดหลัก ร่วมกับจุดฉีดที่โรงพยาบาล และสำหรับเด็กอายุ 12 ปีขึ้นไปที่ยังไม่ได้รับการฉีดวัคซีน  สามารถเข้ารับการฉีดแบบ Walk In ได้ตามสถานพยาบาลที่คณะกรรมการโรคติดต่อจังหวัด/กรุงเทพมหานครกำหนดไว้ 
26, นายแพทย์บัณฑิต ทองดี ผู้อำนวยการโรงพยาบาลแม่สะเรียง เปิดเผยว่า ขณะนี้ศูนย์ฉีดวัคซีน โรงพยาบาลแม่สะเรียง อ.แม่สะเรียง จ.แม่ฮ่องสอน (ตรงข้ามตึกรพ.) ได้เปิดให้บริการฉีดวัคซีนโควิด-19 เข็มที่ 3 หรือเข็มกระตุ้น รวมถึงเข็มแรก ให้แก่ประชาชน ในวันจันทร์ พุธ ศุกร์ เวลา 08.00-15.30 น. (เว้นวันหยุดนักขัตฤกษ์) เพื่อช่วยให้ประชาชนมีภูมิคุ้มกันกลับมาสูงขึ้น ป้องกันการติดเชื้อและช่วยลดอาการรุนแรงลง ซึ่งได้เตรียมไว้ 2 ชนิด ได้แก่ วัคซีนแอสตราเซเนกา และไฟเซอร์
27,"พล.ต.อ.อัศวิน ขวัญเมือง ผู้ว่าราชการกรุงเทพมหานคร เปิดเผยว่า ได้เตรียมความพร้อมในการฉีดวัคซีนไฟเซอร์ ให้แก่นักเรียนในระดับชั้นประถมศึกษา กลุ่มเด็กอายุ 12 ปีขึ้นไปที่ยังไม่ได้รับวัคซีน จำนวน 16,391 คน ในเดือนม.ค.65 และกลุ่มเด็กอายุ 5-11 ปี ในเดือนก.พ.65 โดยดำเนินการตามแนวทางที่สำนักงานคณะกรรมการอาหารและยา (อย.) ได้กำหนด"
28,สำนักงานสาธารณสุขจังหวัดลำปาง เปิดเผยว่า จากข้อมูลสถานการณ์การแพร่ระบาดของโรคโควิด-19 ในพื้นที่พบว่ามีประชาชนลำปาง ติดเชื้อโควิด-19 อย่างน้อยวันละ 90 คน ติดต่อกันมากว่า 3 วัน จึงแนะนำให้ประชาชนเตรียมความพร้อมป้องกันการระบาดของโรค โดยฉีดวัคซีนโควิด-19 สำหรับผู้ที่ยังไม่ได้รับบริการฉีด และฉีดกระตุ้นเข็มที่ 3 เพื่อลดการป่วยรุนแรงและลดอัตราการเสียชีวิต ให้สวมหน้ากากอนามัย รักษาระยะห่าง ล้างมือบ่อยๆ และออกบ้านเมื่อจำเป็น เพื่อลดความเสี่ยงในการติดเชื้อโควิด-19 นอกจากนี้ให้ตรวจ ATK และหากพบผลบวกติดต่อศูนย์ปฏิบัติการ COVID & Home Isolation ในเขตอำเภอของท่านทันที
29,"ที่ศูนย์ฉีดวัคซีนสถานีกลางบางซื่อ ประชาชนทยอยเดินทางมาฉีดวัคซีนกระตุ้นเข็ม 3  อย่างต่อเนื่อง เพื่อสร้างความมั่นใจในการระบาดใหม่ของสายพันธุ์โอมิครอน ซึ่งวันนี้ (9 ม.ค. 65) ทางศูนย์ฯบางซื่อ มีการนัดหมายประชาชนเข้ามาฉีดวัคซีนตามระบบจำนวน 40,000 คน โดยเข็ม 1 สามารถวอร์คอินได้เลย ส่วนเข็ม 2 และ 3 (Booster dose) ต้องลงทะเบียนจองคิวฉีดวัคซีนผ่านเครือข่ายโทรศัพท์มือถือ ทั้ง 4 ค่ายได้แก่ ทรูทูฟ เอไอเอส ดีแทค และเอ็นที ซึ่งประชาชนที่ลงทะเบียนให้มาตรงวันนัดหมายเพื่อฉีดวัคซีน "
30,วันนี้ (10 ม.ค.65) ที่บริเวณมัสยิดกลางจังหวัดยะลา โรงพยาบาลยะลา ร่วมกับเทศบาลนครยะลาออกให้บริการฉีดวัคซีน COVID-19 เชิงรุกแก่ประชาชนในพื้นที่ตลาดเก่า เขตเทศบาลนครยะลา เพื่อเป็นการอำนวยความสะดวกให้กับประชาชนที่ไม่สามารถเดินทางเข้ามารับการฉีดวัคซีนได้ ณ หน่วยบริการสาธารณสุข ตลอดจนเป็นการเตรียมรับมือลดอาการป่วยรุนแรงที่อาจเกิดขึ้นจากการติดเชื้อโควิด-19 ในระลอกใหม่ ซึ่งการฉีดวัคซีนในวันนี้ ทางโรงพยาบาลได้นำวัคซีนชนิดไฟเซอร์ แอสตร้าเซนเนก้า และซิโนฟาร์ม มาให้ประชาชนเลือกตามความต้องการ โดยจะให้บริการฉีดทั้งเข็มที่ 1 เข็ม 2 และเข็มกระตุ้นเข็มที่ 3 ซึ่งได้รับความสนใจจากประชาชนในชุมชนเดินทางเข้ามารับบริการเป็นจำนวนมาก
31,นางสาวรัชดา ธนาดิเรก รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า รัฐบาลเตรียมพร้อมการฉีดวัคซีนไฟเซอร์ให้กับเด็กอายุ 5-11 ปี ซึ่งทางกระทรวงสาธารณสุขคาดว่าจะเริ่มฉีดได้ในช่วงเดือนกุมภาพันธ์ 2565 โดยการฉีดจะขึ้นอยู่กับความสมัครใจของเด็กและผู้ปกครอง ขณะนี้กระทรวงศึกษาธิการอยู่ระหว่างการสำรวจความสมัครใจ โดยสถานที่ฉีดจะใช้โรงเรียนเป็นจุดฉีดหลัก ร่วมกับจุดฉีดที่โรงพยาบาล และสำหรับเด็กอายุ 12 ปีขึ้นไปที่ยังไม่ได้รับการฉีดวัคซีน สามารถเข้ารับการฉีดแบบ Walk In ได้ตามสถานพยาบาลที่คณะกรรมการโรคติดต่อจังหวัด/กรุงเทพมหานครกำหนดไว้
32,ยะลา เดินหน้าฉีดวัคซีนเชิงรุก ป้องกันโควิดระบาดระลอกใหม่ คาดแนวโน้มเพิ่ม ย้ำทุกจังหวัดยกระดับรับมือ เคร่งครัดป้องกัน แบบครอบจักรวาลขณะ ประชาชนให้ความสนใจคึกคัก 
33,"นายแพทย์ตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษก ศบค.จังหวัดตรัง เปิดเผยว่า จังหวัดตรัง ขอเชิญชวนประชาชนร่วมตรวจสอบคิวและลงทะเบียนรับวัคซีนเข็ม 1,2 หรือ Booster เข็ม 3 ในวันพุธที่ 12 มกราคม 2565 ณ ศูนย์ฉีดวัคซีน โรงเรียนวิเชียรมาตุ เวลา 07.45 - 16.30 น. โดยมีกลุ่มเป้าหมายผู้รับวัคซีนได้แก่"
34,ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง เปิดลงทะเบียนรอบเก็บตก วัคซีนไฟเซอร์(Pfizer) สำหรับผู้ที่มีอายุ 12-18 ปี โดยเป็นเด็กที่ศึกษาในระบบ อยู่นอกระบบการศึกษา หรือเด็กนักเรียน ที่ยังไม่เคยได้รับวัคซีนจากจุดฉีดในสถานศึกษาใด ทั้งคนไทย/ต่างชาติ/ต่างด้าว เปิดลงทะเบียน ถึงวันที่ 13 มกราคม 2565เท่านั้น ลงทะเบียนได้ที่ ศูนย์ฉีดวัคซีนโควิด-19 โรงพยาบาลแม่สะเรียง อ.แม่สะเรียง จ.แม่ฮ่องสอน โรงพยาบาลส่งเสริมสุขภาพตำบล หรือสแกนผ่านคิวอาร์โค้ด หลักฐานที่ใช้ คือ บัตรประจำตัวประชาชน หากไม่มี?สามารถใช้สำเนาสูติบัตร หรือสำเนาทะเบียนบ้านได้ ส่วนวันเวลาการเข้ารับวัคซีนจะแจ้งภายหลัง อาจมีการเปิดคิวจองเพิ่มเติมกรณีที่โรงพยาบาล ได้รับวัคซีนเพิ่มภายหลัง ซึ่งท่านต้องเข้าระบบเพื่อตรวจสอบเป็นระยะๆ ?
35,นพ.โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กล่าวว่า สถานการณ์โควิด -19 ขณะนี้ผู้ติดเชื้อยังมีแนวโน้มจะสูงขึ้น แต่พบว่าด้วยความร่วมมือของประชาชนและสถานประกอบการปิดพื้นที่เสี่ยง โดยเฉพาะร้านอาหารกึ่งพับได้ปิดตัวลง มีการเพิ่มการค้นหาเชิงรุกในกลุ่มเสี่ยงเพื่อจำกัดวงระบาด ทำให้พื้นที่ที่เคยพบการระบาดมากอย่างชลบุรี กาฬสินธุ์ ขณะนี้แนวโน้มติดเชื้อเพิ่มลดลง 
36,"สำนักงานประชาสัมพันธ์จังหวัดแพร่รายงานว่า วันนี้ (10 ม.ค.65) เวลา 13.30 น. ที่ห้องประชุมจดหมายเหตุ ศาลากลางจังหวัดแพร่ นายสมหวัง พ่วงบางโพ ผู้ว่าราชการจังหวัดแพร่ เป็นประธานการประชุมคณะกรรมการโรคติดต่อจังหวัดแพร่ ครั้งที่ 1 ประจำปี 2565 ร่วมกับคณะทำงานศูนย์ปฏิบัติการควบคุมโรค คณะกรรมการดำเนินการป้องกันหรือยับยั้งภัยพิบัติกรณีฉุกเฉินหน่วยงานภาครัฐและเอกชนที่เกี่ยวข้อง เพื่อรับทราบสถานการณ์การแพร่ระบาดของโรคโควิด-19 ผลการดำเนินงานให้บริการฉีดวัคซีน และพิจารณาทบทวนมาตรการป้องกันและควบคุมการแพร่ระบาดของโรคโควิด- 19 และแนวทางการเดินทางข้ามเขตพื้นที่จังหวัดแพร่สถานการณ์โควิด-19 ของจังหวัดแพร่ ข้อมูล ณ วันที่  9 มกราคม 2565 พบผู้ป่วยรายใหม่จำนวน 34 ราย เป็นผู้ป่วยในจังหวัดแพร่ทั้งหมด ผู้ป่วยยืนยันสะสมจำนวน 2,201 ราย ผู้ป่วยในจังหวัดแพร่ 1,068 ราย ผู้ป่วยจากต่างจังหวัด จำนวน 523 ราย จากสถานที่กักกันตัวจำนวน 610 ราย ผู้ป่วยที่ยังรักษาตัวอยู่จำนวน 102 ราย รักษาตัวอยู่โรงพยาบาลแพร่จำนวน 34 ราย โรงพยาบาลหนองม่วงไข่จำนวน 41 ราย โรงพยาบาลลอง จำนวน 27 ราย รักษาหายแล้วจำนวน 2,073 ราย เสียชีวิตสะสมจำนวน 18 ราย โดยมี Cluster ที่เฝ้าระวังของจังหวัดแพร่ 3 ลำดับได้แก่ Cluster หมู่ 12 ตำบลเตาปูน อำเภอสอง จำนวนผู้ป่วยสะสม 52 ราย โดยจะสิ้นสุดการติดตาม 28 วัน ในวันที่ 6 กุมภาพันธ์ 2565 Cluster ตำบลร่องฟอง อำเภอเมืองแพร่ จำนวนผู้ป่วย 14 ราย โดยจะสิ้นสุดการติดตาม 28 วันในวันที่ 1 กุมภาพันธ์ 2565 Cluster ชุมชนวัดชัยมงคล อำเภอเมืองแพร่ จำนวนผู้ป่วย 8 ราย โดยจะสิ้นสุดการติดตาม 28 วัน ในวันที่ 30 มกราคม 2565"
37,วันนี้ (10 มกราคม 2565) โรงพยาบาลกระทุ่มแบนได้ลงพื้นที่ตั้งศูนย์ฉีดวัคซีนโควิด-19 โมเดอร์นา (Moderna COVID-19 Vaccine) เข็ม 3 ซึ่งถือเป็นวันแรกในการฉีดวัคซีนโควิด-19 โมเดอร์นาให้กับประชาชนฟรี ซึ่งก็มีประชาชนสนใจเป็นจำนวนมาก 
38,"วันนี้ (10 ม.ค.65) ที่ห้างท๊อปพลาซ่า พิจิตร จุดให้บริการฉีดวัคซีนโควิด-19 ในเขตอำเภอเมืองพิจิตร ประชาชนทยอยเดินทางเข้ารับการฉีดวัคซีนโควิด-19 อย่างต่อเนื่อง ทั้งแบบวอร์คอิน และแบบตามนัดผ่าน แอปหมอพร้อม ตลอดทั้งเดือนมกราคม 2565 โรงพยาบาลพิจิตร กำหนดฉีดวัคซีนเข็ม 3 ไฟเซอร์ และแอสตราเซนเนก้า แก่ประชาชนทั้งแบบวอล์คอิน และตามนัดหมอพร้อม สำหรีบวันนี้มีเป้าหมายให้บริการ 1,200 คน ขณะนี้โรงพยาบาลรัฐทุกแห่งของจังหวัดพิจิตร กำหนดวันเวลาฉีดวัคซีนป้องกันโควิด-19 อย่างต่อเนื่องพร้อมเปิดช่องทางติดต่อให้สอบถามรายละเอียด ผ่านเฟสบุ๊ค ไลน์ หรือโทรศัพท์ รวมทั้งสอบถามด้วยตนเองที่โรงพยาบาล สสอ.และ รพ.สต.ใกล้บ้าน"
39,
40,
41,
42,           องค์การยาแห่งยุโรปหรือ อีเอ็มเอ ออกแถลงการณ์เมื่อวานนี้ว่า อาจจะตัดสินใจในไม่กี่สัปดาห์นี้ว่า จะอนุมัติใช้ยาเม็ดแพ็กซ์โลวิด ซึ่งเป็นยารักษาโรคโควิด-19 ของไฟเซอร์หรือไม่ หลังจากบริษัทแห่งนี้ได้ยื่นขออนุมัติใช้อย่างเป็นทางการ โดยอีเอ็มเอจะประเมินประโยชน์และความเสี่ยงของยาเม็ดแพ็กซ์โลวิด และจะให้ความคิดเห็นได้ภายในไม่กี่สัปดาห์ ซึ่งขึ้นอยู่กับข้อมูลของไฟเซอร์ที่นำเสนอว่าจะแน่นหนาพอหรือไม่ 
