,news_text
10,พญ.อภิสมัย ศรีรังสรรค์ ผู้ช่วยโฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) หรือ ศบค. กล่าวถึงการขยายระยะเวลาล็อกดาวน์ ว่า ประกาศฉบับใหม่จะมีผลบังคับใช้ ตั้งแต่หลังเที่ยงคืนวันนี้เป็นต้นไป โดย ศบค. จะพิจารณาผลของการกำกับติดตามในระยะเวลา 2 สัปดาห์ก่อนคือ 18 สิงหาคม จะมีการพิจารณา หากเป็นไปในทิศทางที่ดี ข้อกำหนดอาจจะมีการผ่อนคลายได้ ส่วนกรณีที่สถานการณ์ยังไม่ดีขึ้น จะสามารถยืดระยะเวลาไปถึง 31 สิงหาคมได้ ดังนั้นจึงขอความร่วมมือประชาชนที่ยังไม่มีความจำเป็นต้องเดินทางในระยะเวลา 14 วันนี้ ขอให้ลดการเดินทาง หรืองดการเดินทางออกไปก่อน
11,ประมวลข่าวทั่วไทยประจำวันที่ 2 สิงหาคม 2564
12,            วันนี้ (2 สิงหาคม 2564) คณะกรรมการ ศบค.จ.นครพนม เปิดเผยว่า พื้นที่นครพนมผู้เดินทางเข้าออกจังหวัดนครพนมได้เป็นปกติ แต่ต้องเดินทางเข้าปฏิบัติตามข้อปฏิบัติของจังหวัดนครพนม เข้ามาแล้ว ต้องตรวจ ต้องรายงาน ต้องกักตัว ในพื้นที่กักกันโรคแห่งรัฐที่ จังหวัดกำหนด (State quarantine) เป็นเวลา 14 วัน นับแต่วันที่รายงานตัว การกักตัว ยกเว้น เฉพาะบุคคลที่ได้รับการฉีดวัคซีนฯ ซิโนแวคหรือซิโนฟาร์ม ครบ 2 เข็มมาแล้วมากกว่า 2 สัปดาห์ หรือแอสตร้าเซเนก้า หรือไฟเซอร์ หรือโมเดอร์น่า 1 เข็มมาแล้วมากกว่า 3 สัปดาห์ และมีผล RT-PCR เป็นลบไม่เกิน 72 ชม. 
13, สหรัฐอาหรับเอมิเรตส์อนุมัติให้ฉีดวัคซีนโควิด-19 ของซิโนฟาร์มในเด็กอายุ 3-17 ปี  โดย การตัดสินใจดังกล่าวมีขึ้นหลังการทดลองทางคลินิกและการประเมินอย่างละเอียด  ทั้งนี้วัคซีนของซิโนฟาร์มเป็นหนึ่งในวัคซีนโควิด-19ที่มีการใช้งานมากที่สุดในสหรัฐอาหรับเอมิเรตส์ ควบคู่ไปกับวัคซีนของไฟเซอร์/ไบโอเอ็นเทค และ             โมเดอร์นา ปัจจุบันร้อยละ 78.95ของประชากรในสหรัฐอาหรับเอมิเรตส์ที่มีอยู่ประมาณ 9 ล้านคน ได้รับวัคซีนโดสแรกแล้ว และร้อยละ 70.57 ได้รับครบสองโดส ขณะที่รัฐบาลได้เสนอวัคซีนของไฟเซอร์/ไบโอเอ็นเทค และซิโนฟาร์ม เป็นทางเลือก เข็มที่สาม ฉีดให้ประชาชนที่รับวัคซีนซิโนฟาร์มสองโดส.
14,         หนังสือพิมพ์เดอะไฟแนนเชียล ไทมส์ ของอังกฤษ รายงานอ้างเอกสารสัญญาบางส่วนว่า ไฟเซอร์ อิงค์ และโมเดอร์นา อิงค์ บริษัทเวชภัณฑ์รายใหญ่ของสหรัฐ ได้ปรับราคาวัคซีนโควิด-19 สูงขึ้นในข้อตกลงฉบับล่าสุดกับสหภาพยุโรป           รายงานระบุว่า  ไฟเซอร์ อิงค์ ได้ปรับราคาวัคซีนอยู่ที่โดสละ 19.50 ยูโร หรือ 762 บาท จากราคาเดิมโดสละ 15.50 ยูโร หรือ 606 บาท ขณะที่โมเดอร์นา อิงค์ ปรับราคาวัคซีนเป็นโดสละ 25.50 ยูโร หรือ 996 บาท จากราคาเดิมโดสละ 19 ยูโร  หรือ 742 บาท  
15,        เมื่อวันที่ 2 สิงหาคม 2564 นายแพทย์เกียรติภูมิ วงศ์รจิต ปลัดกระทรวงสาธารณสุข เปิดเผยว่า การฉีดวัคซีนโควิด 19 ใน กทม.และปริมณฑล ช่วง 2 เดือนที่ผ่านมา มีจำนวนมากเพียงพอ ช่วงเดือนสิงหาคมนี้จะเร่งฉีดให้แก่กลุ่มเสี่ยงในต่างจังหวัดมากขึ้น คือ ผู้สูงอายุ และ 7 โรคเรื้อรัง เพื่อลดการป่วยรุนแรงและเสียชีวิต ซึ่งการจัดสรรวัคซีนให้กลุ่มเป้าหมายต่างๆ ได้คำแนะนำจากคณะทำงานด้านวิชาการ ซึ่งประกอบด้วย อาจารย์จากโรงเรียนแพทย์ คณะทำงานด้านวัคซีน และนักวิชาการต้องขอบคุณคณาจารย์ต่างๆ ที่เข้ามาช่วยเหลือ ให้ข้อแนะนำที่ดีในการใช้วัคซีนที่มีจำกัดให้เกิดประโยชน์สูงสุดโดยไม่ได้รับสิ่งใดตอบแทน เนื่องจากท่านมีความเป็นครูและผู้ให้ อยากทำสิ่งดีๆ ให้ประเทศและประชาชน
16,     สำนักข่าวต่างประเทศ รายงานโดยอ้างแถลงการณ์ของสถาบันซีรั่มแห่งเดนมาร์ก ที่ระบุว่า การฉีดวัคซีนโควิด-19 ของแอสตราเซเนกา ร่วมกับวัคซีนชนิดเอ็มอาร์เอ็นเอ ของไฟเซอร์-ไบโอเอ็นเทค หรือ โมเดอร์นา เป็นเข็มที่สอง มีประสิทธิภาพในการป้องกันเชื้อโควิด-19 ได้เป็นอย่างดี 
17,    สำนักข่าวต่างประเทศ รายงานว่า นายเยนส์ สปาห์น รัฐมนตรีสาธารณสุขของรัฐบาลเยอรมนี ร่วมกับรัฐมนตรีสาธารณสุข ทั้ง 16 รัฐ เห็นพ้องให้ประชากรกลุ่มผู้สูงอายุ และกลุ่มเสี่ยง เข้ารับการฉีดวัคซีนโควิด-19 ชนิดเอ็มอาร์เอ็นเอของไฟเซอร์-ไบโอเอ็นเทค หรือโมเดอร์นา เป็นวัคซีนเข็มกระตุ้น ในเดือนกันยานนี้ โดยไม่จำกัดว่า เข้ารับการฉีดวัคซีนชนิดใดมาก่อน เพื่อป้องกันการระบาดของเชื้อโรคโควิด-19 สายพันธุ์เดลตา
18,           สหรัฐบริจาควัคซีนโควิด-19 กว่า 110 ล้านโดสให้กว่า 60 ประเทศแล้ว ขณะที่หลายประเทศกำลังเผชิญการแพร่ระบาดอย่างรวดเร็วของเชื้อกลายพันธุ์เดลตา
19, องค์การอาหารและยาสหรัฐหรือเอฟดีเอเตรียมอนุมัติใช้วัคซีนโควิด-19 ของไฟเซอร์/              ไบโอเอ็นเทคอย่างเต็มรูปแบบในช่วงต้นเดือนกันยายนนี้ จากที่ปัจจุบันได้รับอนุมัติใช้เป็นกรณีฉุกเฉินเท่านั้น ซึ่งหากวัคซีนได้รับอนุมัติอย่างเต็มรูปแบบก็จะเพิ่มความเชื่อมั่นให้ประชาชนเข้ารับการฉีดวัคซีนมากขึ้น เนื่องจากขณะนี้ยังมีบางส่วนที่หลีกเลี่ยงโดยอ้างว่าวัคซีนยังไม่ได้รับการอนุมัติใช้อย่างเต็มรูปแบบ นอกจากนี้การการอนุมัติใช้อย่างเต็มรูปแบบจะทำให้ผู้ผลิตสามารถจัดจำหน่ายและทำการตลาดวัคซีนได้ แม้หลังจากภาวะฉุกเฉินด้านสาธารณสุขสิ้นสุดลง
20,"นายแพทย์โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กล่าวว่า ในการควบคุมการระบาดของโรคโควิด -19 จากเชื้อสายพันธุ์เดลตา ที่ทำให้เกิดการติดเชื้อได้ง่าย โดยเฉพาะในเขตกรุงเทพฯ และปริมณฑล ที่พบผู้ป่วยจำนวนมาก รวมทั้งในต่างจังหวัดจากผู้ป่วยที่เดินทางกลับไปรักษาที่บ้าน ซึ่งวันนี้พบผู้ป่วยรายใหม่กว่า 20,000 ราย จึงต้องเร่งดำเนินการค้นหา คัดกรองผู้ติดเชื้อ โดยมีทีมปฏิบัติการสอบสวนโรค ทำงานร่วมกับหน่วยงานที่เกี่ยวข้องของจังหวัด และ กทม. เพื่อค้นหาผู้ป่วยเพิ่มและแยกผู้สัมผัสเสี่ยงสูง/เสี่ยงต่ำ ให้เข้าระบบการเฝ้าระวัง ควบคุมการแพร่กระจายเชื้อให้อยู่ในวงจำกัดโดยเร็วที่สุด "
21,นพ.โอภาส การย์กวินพงศ์ อธิบดีกรมควบคุมโรค กระทรวงสาธารณสุข กล่าวว่า วันนี้กรมควบคุมโรค ได้เริ่มทยอยจัดส่งวัคซีนไฟเซอร์ ล็อตที่ได้รับสนับสนุนจากรัฐบาลสหรัฐอเมริกา โดยส่งไปยังโรงพยาบาลในกรุงเทพฯ และปริมณฑล เพื่อฉีดเป็น Booster dose (เข็ม ) ให้แก่บุคลากรทางการแพทย์และสาธารณสุขที่ทำงานด่านหน้าในการดูแลผู้ป่วยโควิด-19 
22,ประมวลข่าวทั่วไทยประจำวันที่ 4 สิงหาคม 2564
23,            บรรยากาศท่องเที่ยงล่าสุดวานนี้ 4 สิงหาคม 2564 ผู้สื่อข่าวลงพื้นที่ไปยังท่าเทียบเรือแหลมบาลีฮาย พัทยาใต้ อำเภอบางละมุง จังหวัดชลบุรี หลังชุมชนเกาะล้านได้ออกมาตรเข้มกับนักท่องเที่ยวที่เดินไปเที่ยวเกาะล้าน โดยต้องมีการฉีดวัคซีนป้องกันโควิด ซึ่งบรรยากาศบริเวณดังกล่าวมีเจ้าหน้าที่จากเมืองพัทยา ตรวจบัตรประจำตัวและใบรับรองการฉีดวัคซีนกับนักท่องเที่ยวที่จะเดินทางไปท่องเที่ยวยังเกาะล้าน พร้อมทั้งให้นักท่องเที่ยวใส่หน้ากากอนามัยและล้างมือด้วยเจลแอลกอฮอล์ ซึ่งก็พบว่านักท่องเที่ยวที่เดินทางไปยังเกาะล้านก็ให้ความร่วมมือในการตรวจ ส่วนใหญ่นักท่องเที่ยวที่เดินทางไปเกาะล้านจะได้รับการฉีดวัคซีนมาก่อนแล้ว 
24,            วันนี้ ( 5 ส.ค.64 ) ที่ห้องประชุมรำไพพรรณี ชั้น 7 อาคารประชาธิปกศักดิเดชน์ โรงพยาบาลพระปกเกล้าจังหวัดจันทบุรีได้ ฉีด“วัคซีนไฟเซอร์” Pfizer บูสเตอร์ เข็มที่ 3 ให้กับบุคลากรทางการแพทย์ด่านหน้า โดย นายแพทย์ธีรพงศ์ ตุนาค ผู้อำนวยการโรงพยาบาลพระปกเกล้า นำบุคลากรด่านหน้าเข้าฉีด “วัคซีนไฟเซอร์ บูสเตอร์เป็น เข็ม 3 ซึ่งเป็นการฉีดวัคซีนเข็มกระตุ้นที่ 3 สำหรับบุคลากรทางการแพทย์ ที่ได้ฉีดวัคซีนซิโนแวค ในช่วงเดือนมีนาคม-เมษายน ที่ผ่านมาครบ 2 เข็มแล้ว 
25,"พญ.อภิสมัย ศรีรังสรรค์ ผู้ช่วยโฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 (โควิด-19) หรือ ศบค. รายงานตัวเลขผู้ติดเชื้อโควิด 19 วันนี้ เพิ่มขึ้น 20,920 ราย ผู้ป่วยยืนยันสะสม 693,305 ราย หายป่วยเพิ่ม 17,926 ราย รวมหายป่วยแล้ว 473,732 ราย รักษาตัวอยู่ที่โรงพยาบาล 213,910 ราย เป็นผู้ป่วยอาการหนัก 4,993 ราย, ใส่เครื่องช่วยหายใจ 1,058 ราย เสียชีวิตเพิ่ม 160 คน ผู้เสียชีวิตสะสมรวม 5,663 คน ผู้ป่วยยืนยันสะสมรอกใหม่ ตั้งแต่วันที่ 1 เมษายน 2563 - 5 สิงหาคม 2564 จำนวน 664,442 ราย"
26,               สำนักข่าวต่างประเทศ รายงานว่า รัฐบาลอังกฤษ เตรียมฉีดวัคซีนโควิด-19 ขนิดเอ็มอาร์เอ็นเอ ของไฟเซอร์-ไบโอเอ็นเทค ให้เยาวชน อายุระหว่าง 16 -17 ปี กว่า 1 ล้าน 4 แสนคน ในอีกไม่กี่สัปดาห์ข้างหน้า หลังข้อมูลของคณะกรรมการร่วมด้านวัคซีนและการสร้างภูมิคุ้มกัน หรือ เจซีวีไอ พบว่าการฉีดวัคซีนของไฟเซอร์ ให้แก่เยาวชนมีความปลอดภัย และอาการกล้ามเนื้อหัวใจอักเสบซึ่งเป็นผลข้างเคียงของการฉีดวัคซีนดังกล่าว พบได้น้อยมากในผู้ที่มีอายุระหว่าง 16 -17 ปี
27,คณะกรรมการบริหารวัคซีนจังหวัดนครศรีธรรมราช ประชุมพิจารณาจัดสรรวัคซีนให้เป็นไปตามนโยบายของรัฐบาล เน้นบริหารรัดกุมเกิดประโยชน์สูงสุด วัคซีนทุกยี่ห้อมีประสิทธิภาพประชาชนได้รับวัคซีนเร็วความปลอดภัยจะสูงตาม
28,สรุปข่าวประจำสัปดาห์ ( 2-6 - สิงหาคม 2564 )
29,แพทย์หญิงป่านฤดี มโนมัยพิบูลย์ ผู้อำนวยการสำนักอนามัยกรุงเทพมหานครกล่าวถึงการจัดสรรวัคซีนบุคลากรทางการแพทย์ว่า กระทรวงสาธารณสุขได้ให้สำนักอนามัยสำรวจบุคลากรทางการแพทย์ที่ได้รับวัคซีนซิโนแวคแล้ว 2 เข็มและสมัครใจจะรับวัคซีนเข็มที่ 3  ซึ่งกระทรวงสาธารณสุขได้จัดสรรตามสัดส่วนที่มีให้เฉพาะบุคลากรทางการแพทย์ด่านหน้าเท่านั้น เพราะมีหลักเกณฑ์และต้องนำไปบริหารจัดการ ขณะที่ความคืบหน้าวัคซีนซิโนฟาร์มอยู่ในขั้นตอนสั่งซื้อตามแนวทางของราชวิทยาลัยจุฬาภรณ์กำหนด คาดว่าจะแล้วเสร็จเร็วๆ นี้ โดยจะฉีดให้กลุ่มเปราะบาง หรือผู้ที่ยังไม่ได้รับวัคซีนในส่วนอื่น
30,"            ที่? สำนักงานควบคุมป้องกันโรคที่ 7 จังหวัดขอนแก่น นายแพทย์สมชายโชติ? ปิยวัชร์เวลา นายแพทย์สาธารณสุขจังหวัดขอนแก่น รับมอบวัคซีนไฟเซอร์ ล็อตแรก? 9,840 dose โดยกองโรคติดต่อทั่วไป จัดส่งวัคซีนโควิด 19 Pfizer รอบต้นเดือนสิงหาคม 2564 สำหรับบุคลากรทางการแพทย์และสาธารณสุข เพื่อลดการป่วยรุนแรงและอัตราการเสียชีวิต และปกป้องระบบสาธารณสุขของประเทศ  โดยมอบหมายให้คณะกรรมการโรคติดต่อจังหวัดพิจารณาเร่งรัดการให้วัคซีนกับกลุ่มเป้าหมาย ภายในอาทิตย์?นี้? เบื้องต้นมีบุคลากรด่านหน้า แจ้งความประสงค์?ฉีด?17,000 คน? แบ่งเป็น 2 ประเภท ดังนี้ "
31,
32,"            หนังสือพิมพ์ไฟแนนเชียลไทม์รายงานว่า ไฟเซอร์ และโมเดอร์นา บริษัทยาของสหรัฐประกาศปรับขึ้นราคาวัคซีนโควิด-19 รุ่นที่ 2 ซึ่งพัฒนาจากรุ่นแรก และสามารถรับมือกับเชื้อ                 กลายพันธุ์ได้    โดยไฟเซอร์จะปรับราคาขึ้นร้อยละ 25 จากเดิมโดสละ 15.50 ยูโร เป็น 19.50 ยูโร ขณะที่               โมเดอร์นาจะปรับราคาขึ้นร้อยละ 13 จากเดิมโดสละ 19.50 ยูโร เป็น 21.50 ยูโร ซึ่งราคาใหม่จะมีผลต่อวัคซีนที่จะส่งมอบให้สหภาพยุโรปจำนวน 2,100 ล้านโดสในปี 2566           ทั้งนี้ไฟเซอร์และโมเดอร์นา ได้ตัดสินใจขึ้นราคาวัคซีนโควิด-19 หลังจากผลการทดลองระยะที่ 3 บ่งชี้ว่า วัคซีนของบริษัทมีประสิทธิภาพมากกว่าวัคซีนของแอสตราเซเนกา และจอห์นสัน แอนด์ จอห์นสัน. "
33,        นายตุลกานต์ มักคุ้น นายแพทย์ชำนาญการพิเศษ โรงพยาบาลตรัง ในฐานะโฆษกศูนย์บริหารสถานการณ์การแพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 จังหวัดตรัง กล่าวว่า เรื่องผู้ป่วยเด็กโควิด-19 เป็นประเด็นที่น่าสนใจอย่างยิ่ง เนื่องจากในจังหวัดตรังมีผู้ติดเชื้อโควิด-19 ซึ่งเป็นเด็กที่มีอายุต่ำกว่า 18 ปี ประมาณ 300 กว่าคน โดยมีปัจจัยเสี่ยงสำคัญ 2 ประการ ประการแรกเด็กไปรับเชื้อมาเองจากการวิ่งเล่นในชุมชน โดยจะเห็นได้จากคลัสเตอร์ของโรงงานอุตสาหกรรม ซึ่งเด็กติดจากพ่อ แม่ และนำไปแพร่เชื้อต่อไปสู่เด็กอีกคนในชุมชน ประเด็นคือการรับเชื้อในบ้าน เด็กไม่ได้ออกไปไหน แต่ผู้ใหญ่มีการรับเชื้อโควิด-19 เข้ามา และมีการแพร่เชื้อไปสู่เด็ก เพราะฉะนั้นในประเด็นการป้องกัน เด็กยังคงต้องสวมหน้ากากอนามัยเหมือนกับผู้ใหญ่เพื่อป้องกันการแพร่กระจายของเชื้อผ่านละอองฝอยที่กระจายอยู่ในอากาศระหว่างการพูดคุย นอกจากนี้ประเด็นที่ 2 คือ การหลีกเลี่ยงนำเด็กไปสู่สถานที่ที่มีความเสี่ยง และโดยเฉพาะอย่างยิ่งเป็นสถานที่ติด เช่น ห้างสรรพสินค้า ซุปเปอร์มาร็เก็ต ประเด็นที่ 2 คือจำเป็นต้องล้างมือให้เด็กเป็นประจำ โดยเฉพะการใช้แอลกออฮอล์ 70% ขึ้นไป เพื่อฆ่าเชื้อเพราะว่าเชื้ออาจจะอยู่ที่ลูกบิดประตูหรืออยู่ในพื้นผิวต่างๆ ที่เด็กอาจจะมีการจับหรือสัมผัสได้ การล้างมือเป็นประจำก็จะช่วยให้ลดการรับเชื้อจากส่วนนี้ 
