,news_text
12,            เทศบาลนครยะลา ส่งทีมสู้โควิดลงพื้นที่ มาตรการลดการเคลื่อนย้ายที่ไม่จำเป็นของประชากร
13,"            สถานการณ์การแพร่ระบาดของโรคติดเชื้อโควิด -19 ในพื้นที่จังหวัดยะลา ข้อมูล ณ วันที่ 2 พ.ย.64 พบผู้ติดเชื้อรายใหม่ 185 ราย (หลุดโผล 10 อับดับของประเทศ) ติดเชื้อสะสม  41,504 ราย เสียชีวิตรายใหม่ 7 ราย (ในพื้นที่อำเภอเมืองยะลา 3 ราย อ.เบตง 3 ราย และอ.รามัน 1 ราย) เสียชีวิตสะสม 276 ราย รักษาหาย 36,791 ราย ทั้งนี้เกิดจากมาตการเชิงรุกของทางจังหวัดยะลา เร่งตรวจหาเชื้อ พร้อมทั้งการฉีดวัคซีนให้กับประชาชน "
14,"            จ.ยะลา รายงานผู้ติดเชื้อโควิด-19 วันที่ 2 พ.ย. มีจำนวน 185 ราย ต่ำสุดในรอบเดือนและไม่ติดท็อปเท็น หลังวันที่ 1 พ.ย.ติดอันดับ 8 พบผู้ติดเชื้อลดลง แต่มีผู้เสียชีวิตสูงถึง 7 ราย ผู้ติดเชื้อพบใน อ.เมือง 84 ราย อ.เบตง 39 ราย อ.รามัน 27 ราย อ.บันนังสตา 14 ราย อ.กรงปินัง 11 ราย อ.ยะหา 8 ราย อ.ธารโต 3 และ อ.กาบัง 2 ส่วนผู้เสียชีวิต 7 ราย เป็นเพศหญิงวัย 60, 77 ปี อ.เมือง หญิง 60, 78, 82 และชาย 77,80 ปี เบตง ส่วนใหญ่ป่วยเป็นวัณโรค ไตวายเรื้อรัง ความดัน หลอดเลือดสมอง และเบาหวาน"
15,        บรรยากาศการเปิดเรียนภาคการศึกษาที่ 2 ประจำปี 2564 ของโรงเรียนสถานศึกษาต่างๆ ในเขตตัวเมืองลำปาง โดยภาพรวมถือได้ว่าค่อนข้างคึกคัก หลายโรงเรียนได้เริ่มทำการเปิดเรียนอย่างเป็นทางการแล้ว เริ่มตั้งแต่วันที่ 1 พฤศจิกายน 2564 ซึ่งตามสถานศึกษาที่ได้มีการเปิดเรียนจะพบว่า บริเวณด้านหน้าโรงเรียนจะดูพลุกพล่าน เนื่องจากได้มีบรรดาพ่อแม่ผู้ปกครองขับรถมาส่งนำพาบุตรหลานของตนเองกลับส่งเข้าโรงเรียนตามปกติ หลังจากที่ต้องทิ้งช่วงเว้นระยะเรียน Online กันมานานถึงหนึ่งภาคเรียนเต็ม โดยก่อนเปิดภาคเรียนที่ 2 ทางสำนักงานสาธารณสุขจังหวัดลำปาง ได้ร่วมกับสำนักงานศึกษาธิการจังหวัด เร่งดำเนินการฉีดวัคซีนป้องกันโรค COVID-19 “Pfizer” ให้แก่เด็กนักเรียน/นักศึกษา ที่มีอายุ 12-18 ปี ในทุกสถาบันการศึกษา ซึ่งเดิมทีคาดการณ์ไว้ว่าจะสามารถดำเนินการฉีดวัคซีนป้องกันโรค COVID-19 แก่เด็กนักเรียนครบ 2 เข็มให้แล้วเสร็จก่อนเปิดเรียน เพื่อรองรับการเปิดเรียน Onsite ตามปกติเต็มรูปแบบ
16,นางสาวรัชดา ธนาดิเรก รองโฆษกประจำสำนักนายกรัฐมนตรี เปิดเผยว่า การเร่งฉีดวัคซีนโควิด – 19 ให้กับประชาชนในพื้นที่ 4 จังหวัดชายแดนใต้นั้น เมื่อวานนี้ (1 พ.ย. 64) ที่ประชุม ศบค.ชุดเล็กได้เห็นชอบปรับสูตรวัคซีนโควิด-19 ในพื้นที่ 4 จังหวัดชายแดนใต้ใหม่ โดยใช้เป็นวันซีนไฟเซอร์ทั้ง 2 เข็ม เพื่อรับมือกับเชื้อโควิดสายพันธุ์เฉพาะที่กำลังระบาดอยู่ในชายแดนภาคใต้ให้มีประสิทธิภาพมากยิ่งขึ้น รวมทั้งที่ประชุมยังมีมติเห็นชอบการฉีดวัคซีนโควิดในพื้นที่ภาคเหนือและภาคอีสาน โดยเฉพาะพื้นที่ติดขอบแนวชายแดนที่มีการฉีดวัคซีนน้อย รวมถึงพื้นที่สีฟ้า 17 จังหวัด ที่บางจังหวัดฉีดวัคซีนไม่ครบเกณฑ์ร้อยละ 70 โดยจะดำเนินการให้ทันภายในเดือนพ.ย.นี้ อีกทั้งยังได้เห็นชอบฉีดวัคซีนให้แรงงานข้ามชาติในกรณีที่มีวัคซีนเพียงพอในแต่ละจังหวัด โดยจะประกาศให้ผู้ประกอบการนำแรงงานข้ามชาติที่อยู่ในความดูแลไปรับการฉีดวัคซีน
17,           สหรัฐเตรียมฉีดวัคซีนโควิด-19 ของไฟเซอร์/ไบโอเอ็นเทคให้เด็กอายุ 5-11 ปีใน สัปดาห์นี้
18,        ที่อาคารเฉลิมพระเกียรติ 80 พรรษา ศาลากลางจังหวัดสตูล จังหวัดสตูล ประชุมคณะกรรมการโรคติดต่อจังหวัดสตูล และคณะกรรมการศูนย์บริหารสถานการณ์แพร่ระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 เพื่อติดตามสถานการณ์การแพร่ระบาดของโรค COVID-19 จังหวัดสตูล โดยมีนายเอกรัฐ หลีเส็น ผู้ว่าราชการจังหวัดสตูล เป็นประธานฯ โดยมีนาวาตรีหญิงโนสมา หลีเส็น นายกเหล่ากาชาดจังหวัดสตูล คณะกรรมการโรคติดต่อฯ และหน่วยงานที่เกี่ยวข้องเข้าร่วมการประชุมและร่วมประชุมผ่านระบบ Zoom
19,        วันที่ 1 พฤศจิกายน 2564 ที่โรงเรียนบึงกาฬ ตำบลบึงกาฬ อำเภอเมืองบึงกาฬ เจ้าหน้าที่แพทย์ พยาบาล จากโรงพยาบาลบึงกาฬ ร่วมกับคณะครู บุคลากรทางการศึกษา ให้บริการฉีดวัคซีนไฟเซอร์ให้นักเรียนโรงเรียนบึงกาฬ ในระดับมัธยมศึกษาตอนปลาย อายุระหว่าง 15-18 ปี ทั้งชายและหญิง เพื่อเตรียมความพร้อมเปิดภาคเรียนที่ 2/2564 ตามแผนของกระทรวงศึกษาธิการ สำหรับจังหวัดบึงกาฬ ครั้งนี้เป็นการฉีดวัคซีนเข็มที่ 2 สำหรับนักเรียน ม.4-ม.6 ที่ผู้ปกครองลงทะเบียนสมัครใจฉีดวัคซีนไว้ 971 ราย
20, 
21,           สำนักข่าวต่างประเทศ รายงานโดยอ้างแถลงการณ์ของประธานาธิบดีโจ ไบเดน ผู้นำสหรัฐฯ ที่ระบุว่า การที่ศูนย์ควบคุมและป้องกันโรคแห่งชาติของสหรัฐฯ หรือซีดีซี แนะนำให้ฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค ให้เด็กอายุ 5 – 11 ปี จะช่วยคลายความวิตกกังวลที่มาอย่างยาวนานของบรรดาผู้ปกครอง และยังช่วยลดการแพร่ระบาดโรคโควิด-19 จากเด็กไปสู่คนรอบข้าง ซึ่งถือเป็นก้าวสำคัญของสหรัฐฯ ในการเอาชนะโรคโควิด-19
22,แพทย์หญิงสุมนี วัชรสินธุ์ ผู้อำนวยการสำนักสื่อสารความเสี่ยงและพัฒนาพฤติกรรมสุขภาพ กรมควบคุมโรค กระทรวงสาธารณสุข แถลงว่า ศบค.ได้ติดตามการควบคุมโรคโควิด-19 ในสถานศึกษา ภายหลังเปิดภาคเรียนอย่างใกล้ชิด โดยเน้นย้ำมาตรการสาธารณสุขอย่างเคร่งครัด เพราะเป็นห่วงว่าเด็กอาจนำเชื้อไปแพร่สู่คนในครอบครัว โดยเฉพาะผู้สูงอายุและขอให้ผู้ปกครองหมั่นสังเกตอาการบุตรหลาน หากพบว่ามีอาการเกี่ยวกับทางเดินหายใจ ให้รีบตรวจคัดกรอง ATK ทันที ส่วนกรณีนักเรียนอายุ 12 ปี ได้รับวัคซีนไฟเซอร์เข็มแรก แล้วมีอาการทรุดหนักนั้น เบื้องต้นพบว่าอาการไม่ได้เกิดจากภาวะกล้ามเนื้อหัวใจอักเสบและอาการเริ่มดีขึ้นแล้ว พร้อมยืนยันวัคซีนที่นำมาฉีดในประเทศไทย มีความปลอดภัย ได้รับการรับรองจากองค์การอนามัยโลก
23,"            วันนี้ 3 พ.ย.64 นายจำเริญ ทิพญพงศ์ธาดา ผู้ว่าราชการจังหวัดพังงา ได้ตรวจเยี่ยมจุดฉีดวัคซีนที่อาคารอเนกประสงค์องค์การบริหารส่วนตำบลถ้ำน้ำผุด อำเภอเมืองพังงา และเป็นประธานเปิด Kick off ฉีดวัคซีนโควิด-19 ให้กลุ่มแรงงานเพื่อนบ้าน 1,250 คน "
24,            โรงพยาบาลตราด เปิดให้บริการฉีดวัคซีนโควิด -19 แรงงานต่างด้าว ทั้ง 3 สัญชาติ เมียนมา ลาว กัมพูชา ที่มีอายุตั้งแต่ 18 ปีขึ้นไป ที่มีทะเบียนการทำงานอยู่ในพื้นที่จังหวัดตราด โดยเป็นการฉีดวัคซีนไขว้ เข็มแรก Sinovac และเข็มสอง AztraZeneca เริ่มตั้งแต่ ต้นเดือนพฤศจิกายน 2564 เป็นต้นไป ต่อเนื่องไปจนถึง สิ้นเดือนพฤศจิกายน 2564 
25,ศึกษาธิการจังหวัดชัยนาทเผยนักเรียนได้รับวัคซีนโควิด-19 แล้วกว่าร้อยละ 87
26,"            รองผู้ว่าฯนราธิวาสพร้อมนายแพทย์ สสจ.นราฯ พร้อมคณะ ลงพื้นที่บ้านคลองตัน หมู่ที่ 4 ตำบลศาลาใหม่ อำเภอตากใบ ขับเคลื่อนกิจกรรม Kick Off เคาะประตูบ้าน รณรงค์ประชาชนฉีดวัคซีน  ""เสริฟ์วัคซีนถึงบ้าน..บริการด้วยใจ...ปกป้องคนนราให้ปลอดภัยด้วยวัคซีน"" บ้านใหนฉีดครบ จะติดสติ๊กเกอร์ การันตีว่า “บ้านนี้ฉีดวัคซีนครบแล้ว “"
27,ประมวลข่าวทั่วไทยประจำวันที่ 3 พฤศจิกายน 2564
28,            วันนี้ (3 พ.ย. 64) นายชำนาญวิทย์ เตรัตน์ ผู้ว่าราชการจังหวัดตราด ตรวจเยี่ยมการปฏิบัติตามมาตรการป้องกันปัญหาโรคติดเชื้อโคโรนาไวรัส 2019 (โควิด -19) ในการจัดการศึกษาในสถานศึกษา (Onsite) ที่โรงเรียนบ้านท่าเรือจ้าง (ประชาชนูปถัมภ์) โดยมีนางมุทิตา แพทย์ประทุม ผู้อำนวยการโรงเรียนบ้านท่าเรือจ้าง นำเสนอมาตรการในการป้องกันปัญหาโรคติดเชื้อโคโรนาไวรัส 2019 ของสถานศึกษา นอกจากนี้ผู้ว่าราชการจังหวัดตราด ยังได้ตรวจเยี่ยมพร้อมกับพบปะคณะครู และนักเรียน โรงเรียนชุมชนวัดท่าพริก (จริยาอุปถัมภ์) โดยมีนางกรรณิการ์  เทียนประชา ผู้อำนวยการโรงเรียนชุมชนวัดท่าพริก นำเสนอมาตรการป้องกันปัญหาโรคติดเชื้อโคโรนาไวรัส 2019 ของโรงเรียน 
29,ผู้อำนวยการวิทยาลัยเทคนิคมีนบุรี เปิดเผย พร้อมเปิดการเรียนการสอนในรูปแบบ onsite หลังดำเนินการฉีดวัคซีนโควิด-19 ให้นักศึกษาเรียบร้อยแล้ว
30,"            โดยใจความสำคัญของประกาศดังกล่าวคือ ผู้บริหาร ของโรงเรียนทุกโรงเรียนในจังหวัด ต้องจัดให้บุคลากร หรือนักเรียน ปฏิบัติตามมาตรการด้านสาธารณสุข อย่างเคร่งครัด , มีการแบ่งพื้นที่สำหรับการเรียน การสอบ การฝึกอบรม และกิจกรรมอื่นๆ ออกเป็น 2 พื้นที่ พื้นที่แรกจะให้มีการเรียนการสอบ รวมถึงกิจกรรมต่างๆ แบบ Onsite หรือการจัดการเรียนการสอนแบบปกติ สำหรับผู้ที่ยังไม่ได้รับวัคซีน หรือรับวัคซีนไม่ครบโดส ซึ่งจุดดังกล่าวจะเปิดให้เฉพาะสถานศึกษาที่มีความพร้อมทางด้านพื้นที่ และบุคลากร หากสถานศึกษาไม่พร้อมจะต้องจัดการเรียนการสอนในรูปแบบออนไลน์ เรียนผ่านระบบทางไกล และผู้สอนต้องมีการติดตามผลเป็นระยะ พื้นที่ที่สอง คือพื้นที่สำหรับบุคลากรทางการศึกษาและผู้เรียน ที่ฉีดวัคซีนแอสตร้าเซเนก้า หรือ ไฟเซอร์จำนวน 1 เข็ม มาแล้วไม่น้อยกว่า 14 วัน หรือวัคซีนอื่นตามเกณฑ์ที่กำหนด โดยผู้ใช้พื้นที่การเรียนการสอนทั้งสองพื้นที่ จะต้องอยู่ในพื้นที่ ที่จัดให้ไว้เท่านั้น ไม่สามารถสลับพื้นที่การใช้ได้"
31,
32, จุดบริการวัคซีน 4 มุมเมืองยะลา เร่งเชิงรุก ฉีดไฟเซอร์เข็มแรก ประชาชนก่อนเข้าด่าน 
33,            วันนี้ (4 พ.ย.64) จังหวัดสงขลา ยังมีการฉีดวัคซีนโควิด -19 ให้กับประชาชนอย่างต่อเนื่อง ทั้งโครงการ มหกรรม หาดใหญ่ ปลอดภัย 9 วันแสนโดส ของสาธารณสุขอำเภอหาดใหญ่ และการเปิดลงทะเบียนรับวัคซีนของผู้ที่อาศัยอยู่ในเขตเทศบาลนครหาดใหญ่ ของเทศบาลนครหาดใหญ่ ระหว่างวันที่ 28 ตุลาคม – 5 พฤศจิกายน 2564
34,"            วันนี้ (4 พ.ย.64) ที่โรงเรียนตาดีกาบ้านกาแป๊ะฮูลู อ.เบตง จ.ยะลา เจ้าหน้าที่สาธารณสุขอำเภอเบตง ร่วมกับโรงพยาบาลเบตง กองสาธารณสุขและสิ่งแวดล้อมเทศบาลเมืองเบตง และ อสม. ชุมชนบ้านกาแป๊ะฮูลู ได้ดำเนินการตรวจหาเชื้อโควิด-19 ชาวบ้านบ้านกาแป๊ะฮูลู ซึ่งเป็นชาวบ้านตามแนวชายแดนไทย-มาเลเซีย ที่เป็นกลุ่มเสี่ยงสูง และกลุ่มผู้สัมผัส บ้านกาแป๊ะฮูลู จำนวน 150 คน ด้วยชุดตรวจ Antigen Test Kit หลังพบผู้ติดเชื้อสะสมมาแล้ว 93 ราย ทั้งนี้เพื่อป้องกันและควบคุมให้เป็นไปตามมาตรการป้องกันโควิด-19 และสร้างความเชื่อมั่นให้ผู้คนในชุมชน หลังพบผู้ติดเชื้อและผู้เสียชีวิตในอำเภอเบตงอย่างต่อเนื่อง โดยวันนี้อำเภอเบตงพบผู้ติดเชื้อรายใหม่ 46 ราย ยอดผู้ติดเชื้อสะสม 4,023 ราย ผู้เสียชีวิตสะสม 17 ราย"
35, 
36,"            วันนี้ (5 พ.ย 64) หน่วยฉีดวัคซีน อ.เมืองยะลา อาคารศรีนิบง ศูนย์เยาวชนเทศบาลนครยะลา โดย โรงพยาบาลยะลา ได้ให้บริการฉีดวัคซีนไฟเซอร์ เข็ม 2 กับประชาชน จำนวน กว่า 2,000 โดส ซึ่งมีประชาชน ทั้งผู้ใหญ่ เด็กอายุ 12 ปีขึ้นไป ผู้สูงอายุ  ที่รับวัคซีนไฟเซอร์เข็ม 1 ไปเมื่อสามสัปดาห์ก่อน  เข้ารับวัคซีนอย่างต่อเนื่อง เพื่อสร้างภูมิป้องกันอาการป่วยหนัก ลดการเสียชีวิต  หลังพบว่า ผู้ป่วยโควิด-19 ส่วนใหญ่เป็นผู้สูงอายุ ที่ไม่เคยได้รับวัคซีนใดมาก่อน รวมไปถึง บางรายรับวัคซีนเพียงเข็มเดียว "
37,            ที่ด่านขุนไวย์ ด่านรอยต่อระหว่างจังหวัดปัตตานีและจังหวัดยะลา เจ้าหน้าที่สามฝ่ายสนธิกำลังตรวจหลักฐานการฉีดวัคซีนป้องกันโควิด-19 สำหรับผู้ที่ต้องการเดินทางเข้ามาในพื้นที่จังหวัดยะลา
38,มหาวิทยาลัยแม่โจ้ แถลงการณ์สถานการณ์โควิด-19 ของมหาวิทยาลัย สร้างความเข้าใจแก่นักศึกษา ผู้ปกครอง และประชาชนในชุมชนโดยรอบ หลังมีข้อร้องเรียนว่าพบนักศึกษากลุ่มเสี่ยงติดเชื้อโควิด-19 เป็นจำนวนมาก ซึ่งจากการตรวจหาเชื้อด้วย ATK แบบปูพรม พบผู้ติดเชื้อโควิด-19 จำนวน 7 ราย และขณะนี้ได้เข้าสู่กระบวนการรักษาแล้ว
39,        วันนี้ (5 พ.ย.64) นายวิเศษ สิรินธรโสภณ นายแพทย์สาธารณสุขจังหวัดยะลา ส่งเจ้าหน้าที่สาธารณสุขจังหวัดยะลา ร่วมกับ สสอ.ยะหา รพ.สต.ฆอรอราแม และ อสม. ศูนย์ปฏิบัติการอำเภอยะหา กำนัน ผู้ใหญ่บ้าน นำรถเก็บตัวอย่างชีวนิรภัยพระราชทาน ตรวจด้วยชุดตรวจ ATK ลงพื้นที่ หมู่ที่ 4 บ้านฆอรอราแม ต.ปะแต อ.ยะหา จ.ยะลา เร่งตรวจหาเชื้อเชิงรุกชาวบ้านในพื้นที่ บ้านฆอรอราแม ต.ปะแต ค้นหาผู้ติดเชื้อเข้าสู่กระบวนการรักษา พร้อมทั้งจ่ายยาฟาวิพิราเวียร์ทันที เพื่อลดการแพร่ระบาดในพื้นที่ให้เร็วที่สุด
40,ชาวบ้าน ต. อัยเยอร์เวง อ.เบตง จ.ยะลา เข้ารับการฉีดวัคซีนไฟเซอร์เข็มแรกอย่างต่อเนื่อง เตรียมความพร้อมในการเปิดเรียนและเปิดการท่องเที่ยวเมืองเบตงในอนาคต ด้านเจ้าหน้าที่แจกข้าวสารจำนวน 2 กิโลกรัม ให้กับผู้ที่มาเข้ารับการฉีดวัคซีนในครั้งนี้
41,        วันนี้ (5 พ.ย.64) นายวิเศษ สิรินธรโสภณ นายแพทย์สาธารณสุขจังหวัดยะลา ส่งเจ้าหน้าที่สาธารณสุขจังหวัดยะลา ร่วมกับ สสอ.ยะหา รพ.สต.ฆอรอราแม และ อสม. ศูนย์ปฏิบัติการอำเภอยะหา กำนัน ผู้ใหญ่บ้าน นำรถเก็บตัวอย่างชีวนิรภัยพระราชทาน ตรวจด้วยชุดตรวจ ATK ลงพื้นที่ หมู่ที่ 4 บ้านฆอรอราแม ต.ปะแต อ.ยะหา จ.ยะลา เร่งตรวจหาเชื้อเชิงรุกชาวบ้านในพื้นที่ บ้านฆอรอราแม ต.ปะแต ค้นหาผู้ติดเชื้อเข้าสู่กระบวนการรักษา พร้อมทั้งจ่ายยาฟาวิพิราเวียร์ทันที เพื่อลดการแพร่ระบาดในพื้นที่ให้เร็วที่สุด 
42,สรุปข่าวประจำสัปดาห์ ( 1-4 พฤศจิกายน 2564 )
43,"            ที่จังหวัดยโสธร บรรยากาศการให้บริการฉีดวัคซีนที่ห้างสรรพสินค้า มีประชาชนทยอยเดินทางมารับการฉีดวัคซีนอย่างต่อเนื่อง หลังจากที่โรงพยาบาลยโสธร ร่วมกับสำนักงานสาธารณสุขอำเภอเมืองยโสธร อำนวยความสะดวกด้วยการเพิ่มจุดให้ประชาชน Walk in ไปฉีดที่ห้างสรรพสินค้าในพื้นที่จังหวัดยโสธร 6 แห่ง ได้แก่ ห้างแม็คโคร,   โลตัส,  บิ๊กซี, โกบอล , บิ๊กแคทมาร์ท และห้างนานาภัณฑ์ยโสธรพลาซ่า  โดยเปิดให้มีการ Walk in ฉีดวัคซีนเข็มที่ 1 แก่ประชาชนทั่วไป ระหว่างวันที่ 4-7 พฤศจิกายน 2564 เวลา 09.00-16.00 น. ทั้งนี้เพื่อสร้างภูมิคุ้มกันหมู่แก่ประชาชนจังหวัดยโสธร โดยไม่ต้องลงทะเบียนล่วงหน้า เพียงนำบัตรประชาชนมายื่นต่อเจ้าหน้าที่เพื่อลงทะเบียน และรอรับการฉีดวัคซีนได้เลย มีเป้าหมายการฉีดวัคซีนประมาณ 200 คนต่อวัน ซึ่งมีประชาชนทยอยมารับการฉีดวัคซีนประมาณ 30 - 50 คน ต่อวัน และการฉีดวัคซีนครั้งนี้ เป็นการฉีดเข็มที่ 1 ซิโนแวค และเข็ม 2 แอสตร้าเซนเนก้า "
44,"        ตลอดทั้งวันของวันที่ 5 พฤศจิกายน 2564 ที่ศูนย์ฉีดวัคซีนอำเภอเมือง วิทยาลัยพยาบาลบรมราชชนนี นครลำปาง มีประชาชนชาวลำปางจำนวนกว่า 4,000 คน เข้ารับบริการฉีดวัคซีนป้องกันโควิด-19 โดยแยกเป็นกลุ่มนักเรียน-นักศึกษา รับการฉีดวัคซีนไฟเซอร์เข็มที่ 2 ประชาชนทั่วไปเข้ารับการฉีดวัคซีนสูตรไขว้ (เข็มที่ 1 ซิโนแวค และเข็มที่ 2 แอสตร้าเซนเนก้า) และกลุ่มประชาชนที่ได้รับวัคซีนซิโนแวค ครบ 2 เข็ม ตั้งแต่เดือนเมษายนถึงเดือนมิถุนายน 2564 เข้ารับการฉีดวัคซีนเข็มที่ 3 (แอสตร้าเซนเนก้า) ซึ่งเริ่มตั้งแต่วันที่ 5 พฤศจิกายน 2564 เป็นต้นไป โดยทางหน่วยบริการจะแจ้งการนัดหมาย ทาง SMS เพื่อให้เข้ารับการฉีดวัคซีน หรือได้รับการแจ้งจากเจ้าหน้าที่สาธารณสุข และ อสม. ในพื้นที่"
