NewsTitle,NewsDate,Region,Province,Department,Link_News
เกาหลีใต้พบผู้ติดเชื้อโควิด-19 มากกว่า 600 คน เป็นวันที่สามติดต่อกัน,16/4/2021,ภาคเหนือ,แม่ฮ่องสอน,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210417115148747
อังกฤษอนุญาตให้หญิงตั้งครรภ์เข้ารับการฉีดวัคซีนป้องกันโรคโควิด-19ของไฟเซอร์และโมเดอร์นา,17/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210417201726944
ชาวอเมริกันได้รับวัคซีนป้องกันโรคโควิด-19แล้วกว่า 205 ล้านโดสในระยะเวลาราว 4 เดือน,19/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210420133907593
"นายกรัฐมนตรี เปิดเผย 1 พฤษภาคมนี้ เตรียมเปิดลงทะเบียนแอปพลิเคชัน""หมอพร้อม"" สำหรับผู้ที่ประสงค์ฉีดวัคซีนโควิด-19",20/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210420155439707
สวีเดนเตรียมฉีดวัคซีนโควิด-19 ชนิดอื่น ให้กับผู้ที่มีอายุต่ำกว่า 65 ปี ซึ่งฉีดวัคซีนของแอสตราเซเนกา โดสแรกไปแล้ว,21/4/2021,ภาคเหนือ,แม่ฮ่องสอน,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210421122947939
"รองนายกฯ ""อนุทิน"" มอบคณะผู้เชี่ยวชาญและนักวิชาการพิจารณาและแถลงผลข้างเคียงวัคซีนโควิด 19",21/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG210421154209042
สถานการณ์การแพร่ระบาดโรคโควิด-19 ของเกาหลีใต้ ยังคงน่ากังวล ท่ามกลางปัญหาขาดแคลนวัคซีนโควิด-19,22/4/2021,ภาคเหนือ,แม่ฮ่องสอน,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210422122556381
ผู้บริหารบริษัทไบโอเอ็นเทคให้ความเห็นว่า ผู้ได้รับวัคซีนโควิด-19ครบสองโดสต้องฉีดโดสที่สาม เนื่องจากภูมิคุ้มกันจะลดลง,22/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210422200407634
นายกรัฐมนตรี ย้ำรัฐบาลเร่งจัดหาวีคซีนให้ครบ 100 ล้านโดสตามเป้าหมาย เพื่อฉีดให้กับประชาชน 50 ล้านคน ภายในสิ้นปี 2564,23/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210423213045060
อย. รับรองสยามไบโอไซเอนซ์ จำกัด เป็นสถานที่ผลิตวัคซีนโควิดของแอสตร้าเซนเนก้าในประเทศไทยแล้ว ,24/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210424133628181
สหภาพยุโรปจะเปิดรับนักท่องเที่ยวชาวอเมริกันที่ฉีดวัคซีนโควิด-19ครบสองโดสแล้วในอีกไม่กี่เดือนข้างหน้า,26/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210426210808020
สธ. ยืนยันฉีดวัคซีนโควิดเป็นไปตามแผน พร้อมเปิดแผนการจัดหาวัคซีนเพิ่มเติม อีก 35 ล้านโดส,28/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210428160258775
ผู้บริหารไฟเซอร์คาดว่า ยารักษาโรคโควิด-19 ชนิดเม็ดสำหรับผู้ป่วยระยะแรกเริ่มจะสามารถวางจำหน่ายได้ภายในสิ้นปีนี้,28/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210428200645892
อังกฤษสั่งซื้อวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค เพิ่มอีก 60 ล้านโดส,29/4/2021,ภาคเหนือ,แม่ฮ่องสอน,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210429181224313
ผู้บริหารไบโอเอ็นเทคเชื่อมั่นว่าวัคซีนโควิด-19ที่พัฒนาร่วมกับไฟเซอร์มีประสิทธิภาพในการป้องกันเชื้อกลายพันธุ์สายพันธุ์อินเดียได้,29/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210429204858364
ผู้บริหารไบโอเอ็นเทคเชื่อมั่นว่าวัคซีนโควิด-19ที่พัฒนาร่วมกับไฟเซอร์มีประสิทธิภาพในการป้องกันเชื้อกลายพันธุ์สายพันธุ์อินเดียได้,29/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210429205510366
ศบค.ย้ำ เร่งจัดหาวัคซีนโควิด-19 ให้ครอบคลุมประชาชน 50 ล้านคน จำนวน 100 ล้านโดส ภายในสิ้นปีนี้ ,29/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210429175953298
ออสเตรเลียระบุว่าการเสียชีวิตของผู้รับวัคซีนโควิด-19 สองรายไม่น่าจะเชื่อมโยงกับการฉีดวัคซีน,29/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210429211449377
สำนักงานคณะกรรมการอาหารและยา ชี้แจงกรณีมีการเผยแพร่ข่าวว่าได้อนุมัติขึ้นทะเบียนวัคซีนโควิด-19 ถูกกฎหมายแล้ว 8 ผลิตภัณฑ์ไม่เป็นความจริง ,30/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210430162020705
สิงคโปร์รายงานพบผู้ติดเชื้อโควิด-19  รายใหม่ 16 คน ซึ่งเป็นตัวเลขสูงสุดในรอบ 7 เดือน,30/4/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG210430201317816
