NewsTitle,NewsDate,Region,Province,Department,Link_News
จ.อุดรธานีเสนอสูตรวัคซีนเอาใจประชาชนไฟเซอร์-ไฟเซอร์ สร้างภูมิคุ้มกันให้ประชาชน,2/12/2021,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,สำนักงานประชาสัมพันธ์จังหวัดอุดรธานี,https://thainews.prd.go.th/th/news/detail/TCATG211203170010320
ยะลา เดินหน้าฉีดโมเดอร์นาวันที่สอง  ประชาชน ดีใจได้วัคซีนดี   เชื่อมั่นต้าน โควิดสายพันธุ์ใหม่  รักษาได้ไม่รุนแรง,3/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211203101431007
"จังหวัดตรัง แถลงพบผู้ป่วยโควิด 19 รายใหม่ 87 ราย สะสม 16,065 ราย",3/12/2021,ภาคใต้,ตรัง,สวท.ตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211203151712188
"จังหวัดตรังแถลงในวันนี้พบผู้ป่วยโควิด 19 จำนวน 87 ราย รวมสะสม 16,065 ราย เสียชีวิต 1 ราย",3/12/2021,ภาคใต้,ตรัง,สำนักงานประชาสัมพันธ์จังหวัดตรัง,https://thainews.prd.go.th/th/news/detail/TCATG211203152638204
บุคลากรการแพทย์ โรงพยาบาลพะเยา ลงพื้นที่ฉีดวัคซีนให้กลุ่ม 608 และผู้ป่วยติดเตียง ที่ประสงค์รับวัคซีน,3/12/2021,ภาคเหนือ,พะเยา,สวท.พะเยา,https://thainews.prd.go.th/th/news/detail/TCATG211203154805233
สพป.สตูล นำนักเรียนโรงเรียนบ้านเกาะหลีเป๊ะฉีดวัคซีนไฟเซอร์ เตรียมพร้อมเปิดเรียนแบบ On Site เร็ว ๆ นี้,3/12/2021,ภาคใต้,สตูล,สวท.สตูล,https://thainews.prd.go.th/th/news/detail/TCATG211203182022374
ประชาชนทยอยเข้ารับการฉีดวัคซีนต่อเนื่อง,3/12/2021,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,สำนักงานประชาสัมพันธ์จังหวัดอุดรธานี,https://thainews.prd.go.th/th/news/detail/TCATG211203193020394
สสจ. เดินหน้ารณรงค์ให้ประชาชนรับการฉีดวัคซีนป้องกันโควิด-19 สร้างภูมิคุ้มกันหมู่ ตามนโยบาย 100 วัน 100%,4/12/2021,ภาคเหนือ,ลำปาง,สวท.ลำปาง,https://thainews.prd.go.th/th/news/detail/TCATG211204114726547
โควิด-19 ยะลายังไม่หลุดจากท็อปเท็น เปิดจองวัคซีน,4/12/2021,ภาคใต้,ยะลา,สวท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211204134943602
จ.ลพบุรี มีผู้ได้รับวัคซีนแล้ว 70.81% ผู้ว่าฯ เชิญชวนเข้ารับการฉีดวัคซีนในสัปดาห์รณรงค์ฉีดวัคซีนป้องกัน โควิด-19,4/12/2021,ภาคกลางและปริมณฑล,ลพบุรี,สำนักงานประชาสัมพันธ์จังหวัดลพบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211204210207724
แคนาดารายงานพบผู้ติดเชื้อโควิด-19 กลายพันธุ์โอไมครอนแล้ว 15 ราย และมีแนวโน้มว่าจำนวนผู้ป่วยหนักจะเพิ่มสูงอีกครั้ง,5/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211205054653737
ออสเตรเลียอนุมัติการใช้วัคซีนโควิด-19 ในเด็กอายุ 5-11 ปีแล้ว,5/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211205092129761
รพ.แม่สะเรียง เปิดฉีด 3 วัคซีน รับวันพ่อ Walk-inได้ ไม่ต้องลงทะเบียน,5/12/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211205090230752
ออสเตรเลียอนุมัติให้ใช้วัคซีนโควิด-19 ในเด็กอายุ 5-11 ปีเป็นครั้งแรกแล้ว,5/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211205095152777
"จ.บึงกาฬ ฉีดวัคซีนซิโนฟาร์ม 5,000 โดส ในวันพ่อแห่งชาติ กระแสดีชาวบ้านสนใจ",5/12/2021,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,สำนักงานประชาสัมพันธ์จังหวัดบึงกาฬ,https://thainews.prd.go.th/th/news/detail/TCATG211205175117016
คนไทยในมาเลย์ ยังเชื่อมั่นมาตรการป้องกันและควบคุมโควิด “โอไมครอน” ของรัฐบาลมาเลเซีย,6/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211206105815235
"จังหวัดตราด เดินหน้าฉีดวัคซีน Pfizer เข็มที่ 1 , 2 , 3 ให้กับ 4 กลุ่มเป้าหมายหลัก",6/12/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211206120957274
อธิบดีกรมควบคุมโรค  ยืนยันการฉีดวัคซีนมีประสิทธิภาพสามารถลดความรุนแรงและเสียชีวิตจากสายพันธ์โอไมครอนได้,6/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211206172021346
ผู้เสี่ยงสัมผัสติดเชื้อโควิด-19 ขอให้สังเกตอาการ 14 วัน (นับจากวันที่สัมผัสเสี่ยงวันสุดท้าย),6/12/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211206140840295
ประมวลข่าวทั่วไทยประจำวันที่ 6 ธันวาคม 2564,6/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211206174401363
ลำปาง เปิด walk in เลือกสูตรฉีดวัคซีนโควิด-19 ต่อเนื่อง 7-9 ธันวาคมนี้ มุ่งเป้าสร้างภูมิคุ้มกันหมู่ 100 วัน 100% สู่ 100 ล้านโดส,7/12/2021,ภาคเหนือ,ลำปาง,สวท.ลำปาง,https://thainews.prd.go.th/th/news/detail/TCATG211207090341418
ยะลา ปูพรมตรวจเชิงรุก หวั่นโควิด โอมิครอนระบาด หลังตรวจซากโควิด เจอเชื้อในท่อระบายน้ำ,7/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211207101903445
จังหวัดยะลา ฉีด “โมเดอร์นา” รอบสอง “ไฟเซอร์” เข็มแรก  สร้างภูมิป้องกันโควิด-19 สายพันธุ์ใหม่ให้ประชาชน,8/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211208094228860
ประชาชนในพื้นที่อำเภอเมือง จังหวัดชัยนาท ออกมารับบริการฉีดวัคซีน ไฟเซอร์ เข็มที่ 1 กันอย่างหนาแน่น,8/12/2021,ภาคกลางและปริมณฑล,ชัยนาท,สำนักงานประชาสัมพันธ์จังหวัดชัยนาท,https://thainews.prd.go.th/th/news/detail/TCATG211208104938903
ทุกวันพุธ เปิดบริการฉีดวัคซีน ที่ธนวิถี,8/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211208113727944
ผลวิจัยพบวัคซีนโควิด-19 ของไฟเซอร์ไบโอเอ็นเทค ป้องกันเชื้อกลายพันธุ์โอมิครอน ได้เพียงบางส่วน และภูมิคุ้มกันลดลงอย่างมาก,8/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211208131918975
จ.เลย ยังคงรณรงค์ฉีดวัคซีนป้องกันโรคโควิด-19 ให้กับประชาชนอย่างต่อเนื่อง  พร้อมขอความร่วมผู้ประกอบการ และแรงงานต่างด้าวทุกสัญชาติ รับบริการฉีดวัคซีน ณ สถานพยาบาลใกล้บ้าน,8/12/2021,ภาคตะวันออกเฉียงเหนือ,เลย,สวท.เลย,https://thainews.prd.go.th/th/news/detail/TCATG211208140212998
จังหวัดระยอง เปิดฉีดวัคซีนไฟเซอร์เข็มแรก เข็ม 2 และเข็ม 3 สำหรับประชาชนทั่วไป เริ่มวันนี้- 31 ธันวาคมนี้,8/12/2021,ภาคตะวันออก,ระยอง,สวท.ระยอง,https://thainews.prd.go.th/th/news/detail/TCATG211208145550036
จ.เลย ยังคงรณรงค์ฉีดวัคซีนป้องกันโรคโควิด-19 ให้กับประชาชนอย่างต่อเนื่อง พร้อมขอความร่วมผู้ประกอบการ และแรงงานต่างด้าวทุกสัญชาติ รับบริการฉีดวัคซีน ณ สถานพยาบาลใกล้บ้าน,8/12/2021,ภาคตะวันออกเฉียงเหนือ,เลย,สวท.เลย,https://thainews.prd.go.th/th/news/detail/TCATG211208170803157
อธิบดีกรมควบคุมโรค ยืนยันการฉีดวัคซีนมีประสิทธิภาพสามารถลดความรุนแรงและเสียชีวิตจากสายพันธ์โอมิครอนได้,8/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211207163230664
บริษัท ไฟเซอร์ ระบุการฉีดวัคซีนโควิด-19 เข็มกระตุ้นช่วยเพิ่มภูมิคุ้มกันต้านเชื้อกลายพันธุ์โอมิครอน,9/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211209075356284
รพ.ยะลา เปิด Walk in โมเดอร์นา ประชาชนเบาบาง ด้าน สสจ.ยะลา ชวนฉีดวัคซีนครบเข็มต้านภัยโควิด,9/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211209092858313
ศึก M-150 Championship นัดเก็บตก แพร่ ยูไนเต็ด เยือนสนาม 700 ปี พบเชียงใหม่ เอฟซี พ่าย 0-1,9/12/2021,ภาคเหนือ,แพร่,สวท.แพร่,https://thainews.prd.go.th/th/news/detail/TCATG211209184336648
จังหวัดยโสธร ประชุมติดตามสถานการณ์โควิด-19 เผย มีวัคซีน 6 สูตรให้เลือก ชอบสูตรไหนเอาปากกามาวง Walk-in ไปฉีดได้ที่โรงพยาบาลใกล้บ้านทุกแห่ง ภายในเดือนธันวาคม 2564 นี้,9/12/2021,ภาคตะวันออกเฉียงเหนือ,ยโสธร,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,https://thainews.prd.go.th/th/news/detail/TCATG211209200458693
"ยโสธร ผุดวัคซีน 6 สูตร นักเรียน นักศึกษา และประชาชน ฉีดวัคซีนโควิด-19 คึกคัก ""อยากฉีดสูตรไหนเอาปากกามาวง"" เพียงยื่นบัตรประชาชน รอฉีดได้เลย",9/12/2021,ภาคตะวันออกเฉียงเหนือ,ยโสธร,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,https://thainews.prd.go.th/th/news/detail/TCATG211209201442699
จังหวัดนราธิวาสเดินหน้าฉีดวัคซีนบูสเตอร์เข็ม 3 อย่างต่อเนื่อง,9/12/2021,ภาคใต้,นราธิวาส,สวท.สุไหงโกลก จ.นราธิวาส,https://thainews.prd.go.th/th/news/detail/TCATG211210013837757
เปิดใจ เจ้าหน้าที่ศูนย์ฉีดวัคซีนยะลา   กับภารกิจ แห่งความภาคภูมิใจ ช่วยเหลือประชาชน สู้ภัยโควิด-19,10/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211210075323775
ศูนย์ควบคุมและป้องกันโรคสหรัฐหรือ ซีดีซี แนะนำให้ผู้มีอายุ 16-17ปีเข้ารับการฉีดวัคซีนโควิด-19 เข็มกระตุ้นของไฟเซอร์ ไบโอเอ็นเทค,10/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211210181359934
บึงกาฬระดมฉีด10000โดส 8 อำเภอวันเดียวแจกของจูงใจมากมาย,10/12/2021,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,สำนักงานประชาสัมพันธ์จังหวัดบึงกาฬ,https://thainews.prd.go.th/th/news/detail/TCATG211210183732944
"จังหวัดบึงกาฬ จัดงาน มหกรรมคนบึงกาฬร่วมใจ ต้านภัยโควิด -19 ด้วยการฉีดวัคซีน 10,000 โดส",10/12/2021,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,สวท.บึงกาฬ,https://thainews.prd.go.th/th/news/detail/TCATG211211001746004
สวิตเซอร์แลนด์อนุมัติการฉีดวัคซีนโควิด-19 ในเด็กอายุ 5-11 ปีแล้ว,11/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211211112816055
จังหวัดพระนครศรีอยุธยา จัด walk in ฉีดวัคซีน Pfizer (booster) เข็ม 3 ประชาชนตี่นตัวต่อคิวตั้งแต่เช้ามืด,11/12/2021,ภาคกลางและปริมณฑล,พระนครศรีอยุธยา,สำนักงานประชาสัมพันธ์จังหวัดพระนครศรีอยุธยา,https://thainews.prd.go.th/th/news/detail/TCATG211211185428187
ออสเตรเลียจะลดระยะห่างระหว่างการฉีดวัคซีนโควิด-19 เข็มสองกับเข็มกระตุ้น หลังพบผู้ติดเชื้อกลายพันธุ์โอมิครอนเพิ่มมากขึ้น,12/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211212105949259
ทีมหมอสตูล ลุยทับชนเผ่ามานิ ฉีดวัคซีนป้องกันโควิด-19,12/12/2021,ภาคใต้,สตูล,สำนักงานประชาสัมพันธ์จังหวัดสตูล,https://thainews.prd.go.th/th/news/detail/TCATG211212150438375
ผลวิจัยในอิสราเอลชี้ว่า  การฉีดวัคซีนโควิด-19 ของไฟเซอร์ไบโอเอ็นเทค 3 โดส สามารถป้องกันการติดเชื้อกลายพันธุ์โอมิครอนได้,12/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211212203028426
"จ.ลำปาง เดินหน้านโยบาย ""ลำปาง 100 วัน 100 %"" ฉีดวัคซีนสร้างภูมิคุ้มกันหมู่ สะสมล่าสุดมากกว่า 446,000 คน จากเป้าหมาย 463,110 คน",13/12/2021,ภาคเหนือ,ลำปาง,สวท.ลำปาง,https://thainews.prd.go.th/th/news/detail/TCATG211213113307512
"โรงพยาบาลระนองเปิดให้บริการฉีดวัคซีนโควิด-19 เข็มที่ 3 ทั้งไฟเซอร์และโมเดอร์นา จำนวน 2,500 คน ในวันที่ 14 ธันวาคม 2564 สำหรับผู้ที่อยู่ในเขตอำเภอเมืองระนอง",13/12/2021,ภาคใต้,ระนอง,สวท.ระนอง,https://thainews.prd.go.th/th/news/detail/TCATG211213143350598
ศูนย์สุขภาพชุมชนยะลาเปิดฉีดไฟเซอร์ ประชาชนทยอยเข้ารับบริการต่อเนื่อง,13/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211213151645620
คนขอนแก่น ต่อคิวเข้ารับการฉีดวัคซีนโมเดอร์น่าวันแรกคึกคัก,13/12/2021,ภาคตะวันออกเฉียงเหนือ,ขอนแก่น,สวท.ขอนแก่น,https://thainews.prd.go.th/th/news/detail/TCATG211213194241775
กระตุ้นเข็ม 3 สำหรับประชาชนที่ฉีด AstraZeneca เข็มที่ 1 และ 2  วัคซีนสูตรไขว้ สามารถเข้ารับการฉีดวัคซีน Pfizer Moderna เป็นเข็มกระตุ้น,14/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211214104648893
ด่วน! กลุ่ม “608” แม่สะเรียง รีบเข้ารับวัคซีนสูตร “ไฟเซอร์” 2 เข็ม เริ่ม 14-17 ธันวาคมนี้ จำกัด 400 คนเท่านั้น,14/12/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211214111100918
เยอรมนีเริ่มโครงการฉีดวัคซีนโควิด-19ในเด็กอายุ 5-11 ปีแล้ว,14/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211214145217051
เทศบาลเมืองศรีสะเกษ เร่งให้บริการวัคซีนแก่ประชาชนศรีสะเกษ,14/12/2021,ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,สำนักงานประชาสัมพันธ์จังหวัดศรีสะเกษ,https://thainews.prd.go.th/th/news/detail/TCATG211214151831094
"จ.ลำพูนพบผู้ติดเชื้อโควิด-19 รายใหม่ 30 ราย ติดเชื้อภายในพื้นที่จังหวัดลำพูน 28 ราย ยอดผู้ป่วยสะสม 4,576 ราย อยู่ระหว่างการรักษาตัวทั้งหมด 548 ราย รักษาหายแล้ว 3,995 ราย มีผู้เสียชีวิตรวม 33 ราย",14/12/2021,ภาคเหนือ,ลำพูน,สำนักงานประชาสัมพันธ์จังหวัดลำพูน,https://thainews.prd.go.th/th/news/detail/TCATG211214154814133
ประมวลข่าวทั่วไทยประจำวันที่ 14 ธันวาคม 2564,14/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211214154833134
จ.ระนอง เปิดให้บริการฉีดวัคซีนป้องกันโควิด-19 เข็มที่ 3 แก่ประชาชนอำเภอเมืองระนอง ได้รับความสนใจจากประชาชนจำนวนมาก,14/12/2021,ภาคใต้,ระนอง,สวท.ระนอง,https://thainews.prd.go.th/th/news/detail/TCATG211214173315194
จังหวัดเพชรบุรีเปิดทางเลือก “วัคซีน” ให้ประชาชน สามารถเลือกชนิดที่ต้องการฉีดได้ พร้อมผ่อนคลายมาตรการ ควบคุมโควิด 19 ขยาย พื้นที่ Blue Zone,14/12/2021,ภาคตะวันตก,เพชรบุรี,สำนักงานประชาสัมพันธ์จังหวัดเพชรบุรี,https://thainews.prd.go.th/th/news/detail/TCATG211214180036214
ชวนชาวนยะลา ฉีดเข็ม 3 สร้างภูมิต้านโควิด-19,15/12/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211215095636343
ยารักษาโรคโควิด-19 ของไฟเซอร์ มีประสิทธิภาพเกือบร้อยละ90 ในกลุ่มเสี่ยงสูง,15/12/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211215092704329
ชาวแม่สะเรียงกลุ่ม 608 พร้อมใจเข้ารับวัคซีน ไฟเซอร์+ไฟเซอร์ วันแรก 113 ราย,15/12/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211215115304418
จ.ยโสธร ประชาชน Walk in ฉีดวัคซีนโควิด-19 กันอย่างคึกคัก หลังมีวัคซีนให้เลือกถึง 6 สูตร,15/12/2021,ภาคตะวันออกเฉียงเหนือ,ยโสธร,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,https://thainews.prd.go.th/th/news/detail/TCATG211215131028455
การฉีดวัคซีนป้องกัน โควิด-19 (สูตรการฉีดวัคซีน-19 กระทรวงสาธารณสุข)  อำนาจเจริญ,15/12/2021,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,สวท.อำนาจเจริญ,https://thainews.prd.go.th/th/news/detail/TCATG211215144533519
โรงพยาบาลแพร่รณรงค์ฉีดวัคซีนกลุ่ม 608 วอล์คอินรับวัคซีนที่ศูนย์ฉีดวัคซีนกลางจังหวัดแพร่,15/12/2021,ภาคเหนือ,แพร่,สวท.แพร่,https://thainews.prd.go.th/th/news/detail/TCATG211215151640544
"สสจ.ลำพูน ยืนยันยังไม่พบเชื้อโอมิคอนในพื้นที่จังหวัดลำพูน วันนี้พบผู้ติดเชื้อโควิด-19 รายใหม่ 12 ราย ติดเชื้อภายในพื้นที่จังหวัดลำพูน 11 ราย อยู่ระหว่างการรักษาตัวทั้งหมด 528 ราย รักษาหายแล้ว 4,027 ราย",15/12/2021,ภาคเหนือ,ลำพูน,สำนักงานประชาสัมพันธ์จังหวัดลำพูน,https://thainews.prd.go.th/th/news/detail/TCATG211215153013548
