NewsTitle,NewsDate,Region,Province,Department,Link_News
คณะที่ปรึกษาศูนย์ควบคุมและป้องกันโรคสหรัฐ แนะนำให้ฉีดวัคซีนโควิด-19 ของบริษัทไฟเซอร์ให้เด็กอายุ 5-11 ปี,3/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211103055846928
ผู้นำสหรัฐฯ เชื่อมั่นการฉีดวัคซีนโควิด-19 ของไฟเซอร์-ไบโอเอ็นเทค ให้เด็กอายุ 5-11 ปี จะเป็นจุดเปลี่ยนในการเอาชนะโรคโควิด-19,3/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211103123751051
ศบค.กำชับสถานศึกษาคุมเข้มมาตรการดูแลนักเรียนให้ปลอดโควิด-19,3/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211103200800341
ต่างด้าวเฮ..จังหวัดพังงาขยายการฉีดวัคซีนโควิด 19 ในกลุ่มแรงงาน หลังประชาชนได้รับวัคซีนมากว่าร้อยละ 70 แล้ว,3/11/2021,ภาคใต้,พังงา,สำนักงานประชาสัมพันธ์จังหวัดพังงา,https://thainews.prd.go.th/th/news/detail/TCATG211103134809097
จังหวัดตราด ฉีดวัคซีนโควิด -19 ให้แรงงานต่างด้าว  ครอบคลุมแรงงานทั้ง 3 สัญชาติ  เมียนมา ลาว กัมพูชา,3/11/2021,ภาคตะวันออก,ตราด,สวท.ตราด,https://thainews.prd.go.th/th/news/detail/TCATG211103145145143
ศึกษาธิการจังหวัดชัยนาทเผยนักเรียนได้รับวัคซีนโควิด-19 แล้วกว่าร้อยละ 87,3/11/2021,ภาคกลางและปริมณฑล,ชัยนาท,สวท.ชัยนาท,https://thainews.prd.go.th/th/news/detail/TCATG211103155452216
"รองผู้ว่าฯนราธิวาส พร้อมนายแพทย์ สสจ.นราฯ พร้อมคณะ ลงพื้นที่บ้านคลองตัน หมู่ที่ 4 ตำบลศาลาใหม่ อำเภอตากใบ ขับเคลื่อนกิจกรรม Kick Off เคาะประตูบ้าน รณรงค์ประชาชนฉีดวัคซีน      ""เสริฟ์วัคซีนถึงบ้าน..บริการด้วยใจ...ปกป้องคนนราให้ปลอดภัยด้วยวัคซีน"" บ้านใหนฉีดครบ จะติดสติ๊กเกอร์ การันตีว่า “บ้านนี้ฉีดวัคซีนครบแล้ว “",3/11/2021,ภาคใต้,นราธิวาส,สำนักงานประชาสัมพันธ์จังหวัดนราธิวาส,https://thainews.prd.go.th/th/news/detail/TCATG211103160118225
ประมวลข่าวทั่วไทยประจำวันที่ 3 พฤศจิกายน 2564,3/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211103163818252
จ.ตราด ตรวจเยี่ยมการปฏิบัติตามมาตรการป้องกันปัญหาโรคติดเชื้อโคโรนาไวรัส 2019  ของสถานศึกษาที่จัดการสอนแบบ Onsite,3/11/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211103164059255
ผู้อำนวยการวิทยาลัยเทคนิคมีนบุรี เปิดเผย พร้อมเปิดการเรียนการสอนในรูปแบบ onsite หลังดำเนินการฉีดวัคซีนโควิด-19 ให้นักศึกษาเรียบร้อยแล้ว,3/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211103172854280
คณะกรรมการโรคติดต่อ จังหวัดบุรีรัมย์ออกประกาศ กำหนดมาตรการการป้องกันและควบคุมโรคติดเชื้อไวรัสโคโรนา 2019 ในโรงเรียน หรือสถาบันการศึกษาทุกประเภท,3/11/2021,ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,สวท.บุรีรัมย์,https://thainews.prd.go.th/th/news/detail/TCATG211103194818327
องค์การอนามัยโลกให้การรับรองวัคซีนโคแวกซินซึ่งเป็นวัคซีนโควิด-19 ที่พัฒนาในอินเดียแล้ว,4/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211104061542390
จุดบริการวัคซีน 4 มุมเมืองยะลา เร่งเชิงรุก ฉีดไฟเซอร์เข็มแรก ประชาชนก่อนเข้าด่าน,4/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211104073746400
สงขลาฉีดวัคซีนใกล้ครบตามเป้าร้อยละ 70  ขณะที่หลายโรงพยาบาลประกาศรับวอล์กอินฉีดวัคซีนไฟเซอร์เข็มที่ 1 และเข็มที่ 3 เร่งสกัดโควิด-19,4/11/2021,ภาคใต้,สงขลา,สวท.สงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211104121211472
เจ้าหน้าที่สาธารณสุขอำเภอเบตง ร่วมกับโรงพยาบาลเบตง กองสาธารณสุขและสิ่งแวดล้อมเทศบาลเมืองเบตง เร่งตรวจหาเชื้อโควิด-19 ชาวบ้านตามแนวชายแดนไทย-มาเลเซีย ที่เป็นกลุ่มเสี่ยงสูง หลังยังคงพบผู้ติดเชื้อและผู้เสียชีวิตในพื้นที่อย่างต่อเนื่อง,4/11/2021,ภาคใต้,ยะลา,สวท.เบตง จ.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211104151835579
พ่อแม่ชาวอเมริกันจำนวนหนึ่งยังไม่มั่นใจที่จะนำบุตรหลานวัย 5-11 ปีไปรับวัคซีนโควิด-19,4/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211104183821706
ยะลา ฉีดเข็ม 2 ไฟเซอร์ เร่งสร้างภูมิป้องกันโควิดให้ประชาชน,5/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211105090724879
บรรยากาศฉีดวัคซีนป้องกันโควิด-19 เชิงรุกที่ด่านรอยต่อระหว่างจังหวัด,5/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211105090825880
มหาวิทยาลัยแม่โจ้ออกแถลงการณ์เกี่ยวกับสถานการณ์โควิด-19 ของมหาวิทยาลัย,5/11/2021,ภาคเหนือ,เชียงใหม่,สวท.เชียงใหม่,https://thainews.prd.go.th/th/news/detail/TCATG211105125357982
รถตรวจเชื้อพระราชทาน ลงตรวจเชิงรุกเร่งค้นหาผู้ติดเชื้อในหมู่บ้าน ที่ รพ.สต.ฆอรอราแม หมู่ที่ 4 ต.ปะแต อ.ยะหา เพื่อนำเข้าสู่การรักษา ลดการแพร่ระบาดในพื้นที่,5/11/2021,ภาคใต้,ยะลา,สำนักงานประชาสัมพันธ์จังหวัดยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211105133946010
ชาวบ้าน ต.อัยเยอร์เวง อ.เบตง จ.ยะลา เข้ารับการฉีดวัคซีนไฟเซอร์เข็มแรกอย่างต่อเนื่อง เตรียมความพร้อมในการเปิดเรียนและเปิดการท่องเที่ยวเมืองเบตงในอนาคต ด้านเจ้าหน้าที่แจกข้าวสารจำนวน 2 กิโลกรัม ให้กับผู้ที่มาเข้ารับการฉีดวัคซีนในครั้งนี้,5/11/2021,ภาคใต้,ยะลา,สวท.เบตง จ.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211105134420012
รถตรวจเชื้อพระราชทานลงตรวจเชิงรุกเร่งค้นหาผู้ติดเชื้อในหมู่บ้าน ที่ รพ.สต.ฆอรอราแม หมู่ที่ 4 ต.ปะแต อ.ยะหา เพื่อนำเข้าสู่การรักษา ลดการแพร่ระบาดในพื้นที่,5/11/2021,ภาคใต้,ยะลา,สวท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211105134927019
สรุปข่าวประจำสัปดาห์ ( 1-4 พฤศจิกายน 2564 ),5/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211105150605093
จังหวัดยโสธร รณรงค์ให้ประชาชนฉีดวัคซีนโควิด-19  ล่าสุดเพิ่มจุด Walk in ที่ห้างสรรพสินค้า ไปเดินช้อปปิ้งก็ฉีดวัคซีนได้เลย,5/11/2021,ภาคตะวันออกเฉียงเหนือ,ยโสธร,สำนักงานประชาสัมพันธ์จังหวัดยโสธร,https://thainews.prd.go.th/th/news/detail/TCATG211105153330117
ประชาชนชาวลำปางกว่า 4 พันคน พร้อมใจเข้ารับบริการฉีดวัคซีนป้องกันโควิด-19 มุ่งสร้างภูมิคุ้มกันหมู่,5/11/2021,ภาคเหนือ,ลำปาง,สวท.ลำปาง,https://thainews.prd.go.th/th/news/detail/TCATG211105153448119
อนุกรรมการสร้างเสริมภูมิคุ้มกันโรค อนุมติฉีดวัคซีนกระตุ้นเข็ม 3 ให้กลุ่มคนที่ได้ฉีดซิโนฟาร์มเริ่มสัปดาห์หน้า พร้อมออกแนวทางการฉีดวัคซีนเข็ม 3 และโมเดอร์นา,5/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211105172045173
กรมควบคุมโรค ย้ำขณะนี้ไทยมีวัคซีนมาก เพียงพอต่อการฉีดให้ประชาชน ชี้สัปดาห์หน้าจ่อเข้ามาเพิ่มอีกหลายล้านโดส,5/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211105174740201
สสจ.เชียงราย ลงพื้นที่ อ.เชียงแสน ติดตามการดำเนินงานควบคุมโรคโควิด 19 และการให้บริการฉีดวัคซีน Pfizer ในสถานศึกษา,5/11/2021,ภาคเหนือ,เชียงราย,สวท.เชียงราย,https://thainews.prd.go.th/th/news/detail/TCATG211105183748224
ศึกษาธิการจังหวัดปัตตานีติดตามให้กำลังใจ นักเรียน นักศึกษา ฉีดวัคซีนไฟเซอร์ (Pfizer),5/11/2021,ภาคใต้,ปัตตานี,สวท.ปัตตานี,https://thainews.prd.go.th/th/news/detail/TCATG211105184222228
สหรัฐสั่งซื้อยาเม็ดรักษาโรคโควิด-19 ของไฟเซอร์แล้วจำนวนหลายล้านโดสแล้ว,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106083009317
ผลการทดลองยาเม็ดรักษาโรคโควิด-19 ของไฟเซอร์พบว่า มีประสิทธิภาพสูงในการป้องกันอาการป่วยรุนแรง.,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106082903316
บริษัทไฟเซอร์กำลังหารือกับรัฐบาล 90 ประเทศเกี่ยวกับสัญญาการจัดซื้อยาเม็ด                    แพกซ์โลวิดที่ใช้รักษาโรคโควิด-19 หลังผลการทดลองทางคลินิกพบมีประสิทธิภาพสูง,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106143943434
มาแล้ว ! สสจ.แม่ฮ่องสอน เปิดลงทะเบียนจองวัคซีนสูตรไขว้ใหม่ แอสตร้า +ไฟเซอร์ เริ่ม 6 พ.ย. นี้,6/11/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211106102239342
บริษัทสหรัฐยื่นขออนุมัติใช้วัคซีนโคแวกซินของอินเดียเป็นกรณีฉุกเฉินสำหรับเด็กอายุ 2-18 ปีในสหรัฐ,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106144033435
"รร.แม่สะเรียง ""บริพัตรศึกษา"" เรียนออนไลน์ต่อเนื่องถึง 19 พ.ย. 64 เหตุโควิด-19 ยังระบาดพื้นที่โดยรอบ เร่งฉีดวัคซีนให้นักเรียน สร้างภูมิคุ้มกัน",6/11/2021,ภาคเหนือ,แม่ฮ่องสอน,สวท.แม่สะเรียง จ.แม่ฮ่องสอน,https://thainews.prd.go.th/th/news/detail/TCATG211106122243399
จังหวัดตราดเดินหน้าฉีดวัคซีนไฟเซอร์ ทั้งเข็มที่ 1 (รอบเก็บตก) และเข็มที่ 2 ให้กับให้กับนักเรียน,6/11/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211106134654419
แคนาดาพบร้อยละ 20 ของผู้ติดเชื้อโควิด-19 รายวัน เป็นเด็กอายุต่ำกว่า 12 ปี,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106144248440
คอสตาริกากลายเป็นชาติแรกในโลกที่บังคับให้เด็กต้องฉีดวัคซีนโควิด-19,6/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211106215900543
ยะลา  กลุ่มฉีดซิโนฟาร์ม เริ่ม บูสเตอร์เข็ม 3 กระตุ้นภูมิป้องกันโควิด,7/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211107093247580
ประชาชนร่วมมือฉีดวัคซีนเข็มแรก ที่ด่านตรวจยะลา,7/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211107093627581
โควิด ยะลา กว่า 300 ตาย 5,7/11/2021,ภาคใต้,ยะลา,สวท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211107134030662
จังหวัดตราดเดินหน้าฉีดวัคซีนป้องกันโควิด -19  Booster Dose ให้กับประชาชนทั่วไป รวมทั้งบุคคลากรที่ปฏิบัติงานด่านหน้า,7/11/2021,ภาคตะวันออก,ตราด,สำนักงานประชาสัมพันธ์จังหวัดตราด,https://thainews.prd.go.th/th/news/detail/TCATG211107144633688
นครพนม อนุมัติเปิดเรียนอีก 80 แห่ง เพิ่มสูตรฉีดวัคซีน ‘แอสตร้า-ไฟเซอร์’ เริ่ม 8 พฤศจิกายนนี้,7/11/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สวท.นครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211107203918785
นายกรัฐมนตรี พอใจไทยฉีดวัคซีนแล้ว 80 ล้านโดส ถือเป็นอันดับที่ 18 จาก 184 ประเทศทั่วโลก,8/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211108100728845
จ.นครพนมอนุมัติให้โรงเรียนเปิดภาคเรียนเพิ่ม 80 แห่ง,8/11/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สำนักงานประชาสัมพันธ์จังหวัดนครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211108094858835
ต้นสัปดาห์ที่สอง ยะลา ยังคงเร่งมาตรการ ตรวจเชิงรุก-ฉีดวัคซีนเข็มแรกประชาชน ยับยั้งโควิดระบาดต่อเนื่อง,8/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211108100746848
อังกฤษเตรียมจ่ายยาต้านไวรัสโมลนูพิราเวียร์ให้ผู้ป่วยโควิด-19 ผ่านการทดลองในเดือนนี้ หลังเป็นชาติแรกของโลกที่อนุมัติใช้ยานี้,8/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211108114405898
จังหวัดพะเยา ประชุมคณะกรรมการโรคติดต่อจังหวัดพะเยา เผยฉีดวัคซันแล้วร้อยละ 70 ของยอดการฉีดวัคซีนในจังหวัดพะเยา,8/11/2021,ภาคเหนือ,พะเยา,สำนักงานประชาสัมพันธ์จังหวัดพะเยา,https://thainews.prd.go.th/th/news/detail/TCATG211108135838949
จังหวัดพะเยา มอบประกาศเกียรติบัตรร้านอาหารปลอดภัยไว้ใจได้ (Covid free personal) พร้อมประชุมคณะกรรมการโรคติดต่อจังหวัดพะเยา,8/11/2021,ภาคเหนือ,พะเยา,สวท.พะเยา,https://thainews.prd.go.th/th/news/detail/TCATG211108140537951
กรมการแพทย์  มั่นใจจัดหาเข้าไทยได้เร็ว  Molnupiravir และ Paxlovid ,8/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,Radio-สถานีวิทยุกระจายเสียงแห่งประเทศไทย,https://thainews.prd.go.th/th/news/detail/TCATG211108155144036
ประมวลข่าวทั่วไทยประจำวันที่ 8 พฤศจิกายน 2564,8/11/2021,ภาคกลางและปริมณฑล,กรุงเทพมหานคร,หน่วยงานสำนักข่าว,https://thainews.prd.go.th/th/news/detail/TCATG211108160845047
จ.นครพนม  พบผู้ป่วยโควิดฯ 7 ราย เชิญชาวนครพนมฉีดวัคซีนสูตรไขว้แอสตร้า-ไฟเซอร์ เริ่ม 8 พฤศจิกายนนี้,8/11/2021,ภาคตะวันออกเฉียงเหนือ,นครพนม,สวท.นครพนม,https://thainews.prd.go.th/th/news/detail/TCATG211108165748097
รองผู้ว่าราชการจังหวัดสงขลา ตรวจเยี่ยมการฉีดวัคซีนสร้างภูมิคุ้มกันโควิด-19 เข็ม 2 และWalk in เข็ม 3 ในกลุ่มนักเรียน ประชาชนทั่วไปและแรงงานต่างด้าว พร้อมให้กำลังใจบุคลากรทางการแพทย์และเจ้าหน้าที่ผู้ปฏิบัติงาน ณ โรงพยาบาลนาหม่อม,8/11/2021,ภาคใต้,สงขลา,สำนักงานประชาสัมพันธ์จังหวัดสงขลา,https://thainews.prd.go.th/th/news/detail/TCATG211108171250106
ผู้ว่าฯยะลา ลงพื้นที่ อ.เมือง-กรงปินัง มอบถุงยังชีพพระราชทานมูลนิธิราชประชานุเคราะห์  แก่ครอบครัวที่ได้รับผลกระทบจากโควิด-19,8/11/2021,ภาคใต้,ยะลา,สทท.ยะลา,https://thainews.prd.go.th/th/news/detail/TCATG211108190941150
พ่อเมืองอำนาจเจริญลงพื้นที่เยี่ยมให้กำลังใจนักเรียนโรงเรียนปลาค้าววิทยานุสรณ์ที่มารับบริการการฉีดวัคซีน Pfizer,8/11/2021,ภาคตะวันออกเฉียงเหนือ,อำนาจเจริญ,สวท.อำนาจเจริญ,https://thainews.prd.go.th/th/news/detail/TCATG211108232305229
จังหวัดบึงกาฬปรับสูตรการฉีดวัคซีนโควิด-19 มีทั้งหมด 4 สูตร โดยประชาชนสามารถเลือกฉีดสูตรใดก็ได้ เริ่มวันที่ 9 พ.ย. นี้,8/11/2021,ภาคตะวันออกเฉียงเหนือ,บึงกาฬ,สวท.บึงกาฬ,https://thainews.prd.go.th/th/news/detail/TCATG211108230937226
จังหวัดอุดรธานีคัดกรองคนเข้าพื้นที่ทุกช่องทางทั้งเครื่องบิน รถโดยสารสาธารณะ และรถไฟ,9/11/2021,ภาคตะวันออกเฉียงเหนือ,อุดรธานี,สำนักงานประชาสัมพันธ์จังหวัดอุดรธานี,https://thainews.prd.go.th/th/news/detail/TCATG211109084221245
